id,label,ts_in,ts_out,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7
1089,customer-1967,135,137,5,185,94,187,210,193,98
1090,customer-112,135,140,257,104,183,204,52,169,117
1091,customer-1599,135,147,253,120,157,198,98,62,184
1092,customer-1838,135,152,50,158,210,113,153,105,162
1093,customer-400,135,153,204,80,95,159,211,193,168
1094,customer-1037,135,159,70,270,140,161,193,235,24
1095,customer-1889,135,176,131,134,134,112,76,206,61
1096,customer-1686,135,183,121,184,213,78,32,71,53
1097,customer-239,135,188,242,219,62,71,179,160,141
1098,customer-1413,135,201,46,75,126,119,197,245,199
1099,customer-1441,135,204,76,95,128,103,143,58,38
1100,customer-1352,135,215,172,191,150,151,140,61,177
1101,customer-824,135,233,126,182,186,77,97,166,261
1102,customer-1579,136,144,153,105,49,22,206,173,33
1103,customer-1924,136,154,172,61,203,135,155,178,76
1104,customer-767,136,160,104,133,133,81,235,187,97
1105,customer-1434,136,166,150,58,130,88,267,190,190
1106,customer-671,136,172,244,172,3,153,164,186,267
1107,customer-748,136,228,180,66,187,116,95,201,97
1108,customer-494,137,144,161,152,165,138,140,135,129
1109,customer-111,137,181,188,29,27,69,119,18,183
1110,customer-1073,137,198,124,114,29,56,108,114,101
1111,customer-334,137,202,73,211,141,146,35,152,51
1112,customer-628,137,216,196,7,200,88,200,189,197
1113,customer-1047,137,222,85,91,163,90,60,15,214
1114,customer-67,137,230,130,121,165,132,154,110,112
1115,customer-1393,138,143,133,144,167,211,200,73,240
1116,customer-617,138,144,165,86,64,158,106,105,74
1117,customer-1197,138,146,162,201,92,57,206,202,164
1118,customer-1291,138,164,103,144,82,24,72,45,209
1119,customer-145,138,197,30,128,42,85,213,99,40
1120,customer-987,138,203,80,202,208,90,48,156,82
1121,customer-1357,138,222,101,114,1,185,99,224,3
1122,customer-524,138,227,73,91,45,69,115,143,134
1123,customer-211,138,230,131,186,34,39,130,137,74
1124,customer-225,139,148,165,174,153,184,208,102,55
1125,customer-557,139,180,135,142,148,70,136,89,179
1126,customer-1806,139,210,102,151,223,18,173,101,189
1127,customer-1912,139,220,168,127,178,119,109,173,148
1128,customer-1022,139,223,226,56,74,250,183,17,194
1129,customer-798,139,231,161,113,14,69,145,59,176
1130,customer-105,140,145,62,214,201,199,139,217,74
1131,customer-276,140,159,174,156,171,114,36,69,146
1132,customer-708,140,165,193,63,129,159,202,193,55
1133,customer-649,140,178,215,196,209,157,114,32,173
1134,customer-717,140,192,91,172,70,52,20,157,100
1135,customer-359,140,213,140,93,117,32,184,39,27
1136,customer-795,140,218,121,116,85,100,225,211,196
1137,customer-205,140,223,119,143,103,99,110,121,52
1138,customer-865,141,145,55,131,67,192,191,48,239
1139,customer-771,141,149,203,195,39,31,219,61,57
1140,customer-1505,141,179,107,114,205,197,176,95,70
1141,customer-1940,141,202,173,105,154,56,235,36,120
1142,customer-453,141,204,8,120,196,38,185,101,177
1143,customer-764,141,209,212,45,177,52,16,151,187
1144,customer-116,141,213,102,194,34,271,202,177,87
1145,customer-1734,141,213,95,235,75,181,98,143,74
1146,customer-930,141,215,53,70,72,73,238,194,126
1147,customer-396,141,219,113,51,77,183,108,82,93
1148,customer-990,141,221,23,96,235,167,138,200,200
1149,customer-723,141,229,124,179,264,107,87,163,169
1150,customer-960,141,229,167,227,198,147,159,150,76
1151,customer-1074,141,230,109,176,199,66,108,203,61
1152,customer-1984,141,232,224,67,141,29,106,192,126
1153,customer-1487,141,236,153,128,176,102,126,82,122
1154,customer-1747,141,236,193,117,9,108,48,91,30
1155,customer-810,141,239,186,69,199,57,234,125,112
1156,customer-1448,142,146,207,96,76,114,117,131,114
1157,customer-215,142,153,214,110,103,176,87,106,242
1158,customer-682,142,156,92,16,238,106,37,47,133
1159,customer-284,142,159,114,199,155,208,124,140,53
1160,customer-991,142,159,24,47,44,51,60,46,83
1161,customer-1520,142,172,132,85,31,194,174,36,131
1162,customer-1337,142,184,87,168,87,109,99,83,138
1163,customer-867,142,193,167,24,211,71,106,100,205
1164,customer-1178,142,193,117,185,66,38,21,38,117
1165,customer-737,142,204,233,101,159,192,264,260,149
1166,customer-1780,142,230,155,60,178,29,173,57,169
1167,customer-888,143,161,135,138,183,221,139,209,196
1168,customer-601,143,177,101,75,90,94,191,152,126
1169,customer-1008,143,198,64,249,87,145,87,214,106
1170,customer-1231,143,215,219,108,159,34,92,185,197
1171,customer-1258,143,226,113,19,37,83,189,182,150
1172,customer-1004,143,228,162,70,32,169,142,280,100
1173,customer-1837,143,228,161,111,76,191,75,191,134
1174,customer-685,144,147,183,102,144,18,149,130,82
1175,customer-1059,144,155,87,221,113,252,176,218,97
1176,customer-1101,144,168,177,82,155,103,206,200,184
1177,customer-1225,144,179,81,7,156,59,44,33,180
1178,customer-226,144,189,28,42,58,30,161,215,198
1179,customer-1730,144,223,155,183,123,51,160,188,226
1180,customer-319,144,224,138,186,109,96,117,209,137
1181,customer-1778,145,195,71,112,43,159,109,152,85
1182,customer-926,146,156,125,29,148,185,239,100,221
1183,customer-975,146,163,161,121,134,141,99,17,76
1184,customer-1975,146,197,58,195,155,29,154,54,202
1185,customer-1136,146,219,173,196,89,138,266,64,89
1186,customer-209,146,232,194,243,71,248,149,170,199
1187,customer-844,146,234,53,91,255,70,39,161,32
1188,customer-1356,146,240,98,105,45,19,166,203,39
1189,customer-1982,146,241,188,170,222,83,94,30,175
1190,customer-452,147,152,84,19,175,232,66,40,99
1191,customer-758,147,153,185,194,197,96,61,202,253
1192,customer-476,147,155,196,201,82,111,85,68,52
1193,customer-93,147,170,18,8,170,39,58,123,77
1194,customer-877,147,174,133,209,173,161,133,169,128
1195,customer-1461,147,208,89,64,169,113,182,40,52
1196,customer-236,147,217,130,41,31,157,98,122,160
1197,customer-605,147,234,58,156,254,192,38,31,175
1198,customer-1772,147,238,95,203,167,74,143,78,188
1199,customer-91,148,161,206,45,180,70,128,119,152
1200,customer-508,148,163,76,113,178,154,133,184,163
1201,customer-123,148,171,102,199,74,185,84,195,197
1202,customer-897,148,175,39,128,67,75,33,164,113
1203,customer-1815,148,197,118,199,115,182,34,159,86
1204,customer-1182,148,238,114,119,73,102,153,36,146
1205,customer-647,148,240,174,135,150,28,111,82,77
1206,customer-1750,149,153,153,224,177,152,117,236,44
1207,customer-499,149,158,58,64,237,43,72,121,192
1208,customer-1142,149,162,72,82,228,198,59,110,121
1209,customer-1062,149,180,219,88,136,8,35,131,229
1210,customer-543,149,189,188,104,140,180,49,258,223
1211,customer-619,149,226,190,263,45,103,106,200,198
1212,customer-185,149,230,101,137,29,65,56,65,148
1213,customer-1820,149,235,202,123,127,165,190,57,224
1214,customer-207,149,240,136,166,51,204,123,165,88
1215,customer-353,150,166,37,28,148,76,48,60,143
1216,customer-1867,150,172,79,148,81,16,109,112,188
1217,customer-1558,150,183,106,49,147,177,27,160,187
1218,customer-300,150,185,39,192,74,53,33,151,75
1219,customer-462,150,189,155,17,126,176,150,136,45
1220,customer-263,150,191,220,231,170,108,174,113,152
1221,customer-1311,150,203,209,71,153,162,196,108,202
1222,customer-1400,150,208,48,221,129,20,174,3,130
1223,customer-366,150,233,55,90,211,154,167,201,190
1224,customer-13,150,241,86,195,135,198,87,63,120
1225,customer-850,150,241,166,73,36,139,67,173,20
1226,customer-980,151,166,170,84,167,106,154,97,158
1227,customer-1333,151,172,190,70,176,19,90,49,109
1228,customer-481,151,185,150,34,49,82,165,144,149
1229,customer-1097,151,186,65,80,186,28,35,157,9
1230,customer-1230,151,196,175,139,107,89,41,99,217
1231,customer-479,151,211,70,186,167,64,186,45,138
1232,customer-208,152,154,101,76,157,172,49,82,117
1233,customer-1567,152,168,145,186,179,53,190,114,62
1234,customer-1929,152,176,78,57,104,85,193,31,14
1235,customer-1088,152,188,122,199,248,125,14,152,166
1236,customer-1577,152,196,39,74,35,88,188,75,117
1237,customer-603,152,209,73,217,160,66,74,195,188
1238,customer-554,152,214,182,67,190,135,97,131,96
1239,customer-616,152,233,36,245,110,73,154,32,245
1240,customer-256,152,234,76,47,55,217,39,251,107
1241,customer-480,152,235,126,101,149,8,186,146,53
1242,customer-1949,153,158,64,220,200,60,205,166,128
1243,customer-1877,153,163,154,42,84,21,51,131,74
1244,customer-1849,153,166,231,174,115,51,63,173,154
1245,customer-1564,153,169,123,158,118,96,131,174,78
1246,customer-255,153,190,84,118,162,168,186,181,151
1247,customer-1479,153,192,162,159,49,137,159,133,51
1248,customer-701,153,206,38,208,211,167,140,161,55
1249,customer-286,153,208,170,100,64,87,97,106,243
1250,customer-1280,153,218,126,184,173,233,197,49,48
1251,customer-609,153,229,211,159,39,17,165,215,95
1252,customer-267,153,232,71,163,192,73,167,124,158
1253,customer-709,153,241,161,159,85,132,127,143,55
1254,customer-967,153,242,138,103,22,194,64,107,183
1255,customer-506,154,172,64,89,157,55,186,177,164
1256,customer-147,154,178,200,12,208,109,203,184,211
1257,customer-1270,154,181,228,221,43,83,137,88,127
1258,customer-328,154,212,116,14,95,155,191,110,18
1259,customer-500,154,212,152,181,62,89,177,184,144
1260,customer-653,154,219,61,11,231,105,66,51,151
1261,customer-684,154,221,83,31,90,192,98,167,46
1262,customer-597,154,223,114,232,164,101,123,90,35
1263,customer-643,154,228,139,130,139,42,158,179,39
1264,customer-1589,154,228,44,129,123,147,220,162,73
1265,customer-857,154,251,56,71,8,158,47,80,42
1266,customer-1765,155,157,95,134,103,54,84,86,236
1267,customer-791,155,158,134,217,122,124,87,114,169
1268,customer-1096,155,165,210,110,54,80,143,212,26
1269,customer-1939,155,167,102,63,220,25,88,44,87
1270,customer-1254,155,175,65,28,149,29,153,91,89
1271,customer-1897,155,182,27,220,130,185,272,32,213
1272,customer-1409,155,189,93,235,214,97,145,218,177
1273,customer-1535,155,189,114,230,231,141,109,96,151
1274,customer-680,155,195,127,159,100,152,95,12,137
1275,customer-986,155,203,133,32,146,178,75,217,78
1276,customer-1848,155,206,84,246,273,216,165,177,41
1277,customer-1342,155,234,118,141,183,53,79,108,156
1278,customer-1620,155,236,38,158,239,12,122,58,188
1279,customer-117,155,237,180,119,152,198,94,105,88
1280,customer-1044,155,238,150,186,114,218,202,190,134
1281,customer-386,155,250,64,107,149,203,46,243,115
1282,customer-470,156,161,168,154,23,77,65,56,107
1283,customer-1770,156,184,149,207,65,163,271,46,155
1284,customer-64,156,187,68,77,57,179,32,133,132
1285,customer-803,156,196,182,149,207,157,168,213,202
1286,customer-821,156,199,64,8,206,7,200,92,199
1287,customer-1314,156,201,265,114,77,88,150,64,109
1288,customer-1365,156,227,70,55,189,241,101,105,156
1289,customer-1005,156,229,158,124,45,194,181,195,175
1290,customer-814,157,160,56,209,199,155,110,124,90
1291,customer-312,157,166,63,145,73,72,69,62,152
1292,customer-333,157,175,135,12,85,131,73,94,150
1293,customer-1017,157,186,69,232,211,46,162,87,201
1294,customer-1027,157,188,175,251,180,91,158,99,192
1295,customer-1720,157,202,131,58,41,89,190,84,187
1296,customer-700,157,203,163,123,145,104,95,81,40
1297,customer-418,157,204,108,176,155,117,66,206,153
1298,customer-1492,157,205,166,143,118,139,126,126,151
1299,customer-1557,157,221,261,150,249,143,131,68,32
1300,customer-1641,157,225,30,237,164,129,91,218,153
1301,customer-916,157,232,49,126,229,93,180,169,113
1302,customer-1959,157,241,229,211,102,56,134,174,94
1303,customer-522,157,246,138,129,150,67,21,47,59
1304,customer-946,157,249,152,146,95,147,94,67,166
1305,customer-1221,158,164,199,198,93,121,70,11,73
1306,customer-1312,158,175,135,53,152,195,231,185,73
1307,customer-1473,158,197,96,248,144,133,69,204,123
1308,customer-512,158,198,144,142,180,203,105,250,89
1309,customer-143,158,204,184,56,246,134,85,57,89
1310,customer-584,158,205,114,195,101,148,159,121,36
1311,customer-1682,158,221,209,27,111,122,124,118,15
1312,customer-271,158,224,230,123,82,36,165,48,99
1313,customer-977,158,237,84,153,110,179,195,32,30
1314,customer-402,158,248,108,117,208,124,90,182,122
1315,customer-1729,158,253,15,182,179,168,188,59,36
1316,customer-1135,159,161,149,144,33,58,94,110,146
1317,customer-840,159,162,255,196,173,53,35,173,198
1318,customer-282,159,163,18,13,117,140,187,190,33
1319,customer-381,159,170,154,51,222,269,19,115,117
1320,customer-71,159,175,30,80,249,48,119,81,201
1321,customer-1121,159,184,100,69,98,97,42,98,116
1322,customer-1534,159,194,78,199,162,65,108,247,163
1323,customer-705,159,228,183,93,4,57,228,95,93
1324,customer-257,159,233,63,103,176,175,172,96,121
1325,customer-1107,160,163,164,78,191,98,73,226,136
1326,customer-63,160,166,191,145,120,107,53,171,152
1327,customer-894,160,168,98,86,184,127,65,102,139
1328,customer-1154,160,171,160,191,88,49,67,148,155
1329,customer-478,160,172,199,155,68,183,32,13,76
1330,customer-1626,160,178,75,154,11,165,129,204,62
1331,customer-1179,160,186,41,214,220,44,221,182,51
1332,customer-1219,160,190,69,78,206,177,184,114,200
1333,customer-1173,160,191,204,133,201,134,49,78,65
1334,customer-1079,160,195,127,181,126,190,88,193,217
1335,customer-1669,160,198,252,38,79,187,42,147,166
1336,customer-182,160,214,55,198,129,8,20,39,120
1337,customer-1433,160,222,77,151,59,161,65,194,114
1338,customer-73,160,249,111,180,253,159,152,205,158
1339,customer-1803,161,173,66,108,220,65,65,121,199
1340,customer-1309,161,174,110,6,162,60,64,216,197
1341,customer-1218,161,177,215,60,72,5,149,187,125
1342,customer-131,161,192,194,191,82,6,37,68,95
1343,customer-611,161,200,136,60,50,208,154,121,177
1344,customer-409,161,203,143,162,38,28,142,25,157
1345,customer-88,161,204,227,193,198,108,217,55,81
1346,customer-1784,161,212,169,138,148,198,110,209,63
1347,customer-1410,161,219,81,205,93,125,63,112,167
1348,customer-180,161,224,188,215,207,43,167,46,182
1349,customer-1429,161,238,42,120,222,83,230,210,15
1350,customer-1688,161,239,41,207,75,13,191,42,209
1351,customer-1204,162,170,49,195,198,88,161,70,135
1352,customer-410,162,176,235,119,71,202,191,160,161
1353,customer-1859,162,182,59,151,69,34,64,92,53
1354,customer-40,162,183,73,68,176,128,126,89,96
1355,customer-1678,162,186,103,143,125,170,63,45,174
1356,customer-843,162,189,1,225,78,24,103,73,86
1357,customer-1755,162,194,213,147,99,146,93,36,203
1358,customer-1036,162,197,128,68,175,191,83,67,73
1359,customer-1991,162,211,173,112,187,86,195,57,126
1360,customer-1824,162,215,77,66,88,50,179,180,106
1361,customer-1118,162,218,84,187,174,49,48,166,163
1362,customer-461,162,219,117,193,238,40,35,79,53
1363,customer-212,162,241,213,212,161,76,208,27,248
1364,customer-1281,162,242,26,186,20,193,143,48,121
1365,customer-574,162,250,67,156,252,144,165,171,145
1366,customer-1158,163,163,197,14,22,288,255,170,73
1367,customer-583,163,173,185,166,56,126,85,72,135
1368,customer-1298,163,175,189,178,148,157,34,79,195
1369,customer-329,163,181,76,99,74,46,232,192,69
1370,customer-513,163,188,172,100,84,42,163,258,139
1371,customer-1321,163,194,136,36,28,148,49,90,184
1372,customer-1586,163,198,157,270,224,142,90,70,76
1373,customer-509,163,199,81,137,68,167,170,38,166
1374,customer-1782,163,210,56,46,105,196,51,122,84
1375,customer-1201,163,213,82,188,71,137,12,38,147
1376,customer-1973,163,219,71,188,156,33,31,166,69
1377,customer-1593,163,237,150,221,18,127,41,88,151
1378,customer-1232,163,238,171,13,185,98,123,181,86
1379,customer-1392,163,252,19,30,95,205,133,61,2
1380,customer-1637,163,260,147,167,186,80,126,112,77
1381,customer-687,164,165,63,155,129,160,217,118,185
1382,customer-1858,164,167,81,47,23,149,63,131,220
1383,customer-110,164,184,24,17,163,249,92,152,46
1384,customer-178,164,190,65,3,48,108,47,225,218
1385,customer-760,164,211,172,160,273,112,148,132,162
1386,customer-1809,164,230,191,64,84,190,163,41,88
1387,customer-951,164,236,74,158,59,78,134,162,44
1388,customer-390,164,254,82,99,111,233,145,20,148
1389,customer-1238,165,196,117,179,148,189,216,120,163
1390,customer-346,165,204,200,147,143,117,109,83,160
1391,customer-851,165,226,119,174,188,192,47,126,81
1392,customer-541,165,237,119,99,104,98,79,95,121
1393,customer-189,165,249,164,106,54,44,180,123,70
1394,customer-403,165,249,176,8,84,54,150,176,205
1395,customer-1860,166,167,89,41,168,265,175,89,80
1396,customer-1447,166,171,99,47,115,69,99,38,217
1397,customer-1248,166,176,202,121,73,189,175,28,17
1398,customer-1560,166,179,111,185,128,65,176,67,54
1399,customer-61,166,180,198,120,142,186,80,152,124
1400,customer-1550,166,193,247,163,140,153,94,116,205
1401,customer-1472,166,198,126,142,83,227,189,184,167
1402,customer-372,166,214,82,122,156,135,50,233,25
1403,customer-1223,166,216,154,57,171,206,43,32,70
1404,customer-1671,166,219,84,65,39,189,193,221,154
1405,customer-1892,166,225,200,103,222,73,83,43,121
1406,customer-651,166,232,173,114,13,142,248,105,97
1407,customer-154,166,243,155,133,50,95,65,138,167
1408,customer-51,166,248,248,174,88,128,116,164,65
1409,customer-1922,166,260,100,196,6,194,166,72,194
1410,customer-1711,167,171,171,23,106,18,59,209,105
1411,customer-1241,167,174,228,207,70,143,123,88,3
1412,customer-1763,167,188,172,213,193,60,159,117,41
1413,customer-537,167,195,176,186,125,203,16,92,207
1414,customer-311,167,203,44,24,213,192,25,51,193
1415,customer-279,167,230,122,153,135,102,229,51,239
1416,customer-224,168,172,153,64,132,93,129,150,121
1417,customer-176,168,180,78,76,66,109,89,88,46
1418,customer-1670,168,191,227,103,104,62,155,174,110
1419,customer-426,168,194,53,34,18,42,206,154,110
1420,customer-956,168,200,164,66,190,109,88,201,112
1421,customer-1494,168,224,172,112,77,192,129,59,130
1422,customer-21,168,225,120,87,193,78,132,96,169
1423,customer-36,169,188,116,59,112,168,73,236,91
1424,customer-1882,169,195,219,47,244,174,25,49,91
1425,customer-1698,169,227,100,144,34,104,42,67,151
1426,customer-1941,169,230,183,152,89,225,121,167,160
1427,customer-974,169,234,114,138,21,103,24,70,194
1428,customer-1386,169,239,77,197,55,122,153,164,67
1429,customer-1290,169,244,30,99,48,137,69,178,142
1430,customer-1307,169,253,219,60,70,87,192,167,111
1431,customer-367,170,217,169,115,55,40,82,71,197
1432,customer-1347,170,227,154,205,128,21,120,174,82
1433,customer-100,170,246,159,125,135,5,123,95,88
1434,customer-173,171,174,89,132,145,133,192,164,171
1435,customer-1051,171,176,151,207,142,221,170,41,49
1436,customer-1938,171,177,60,120,98,210,35,60,68
1437,customer-1767,171,183,43,10,108,61,0,110,116
1438,customer-1106,171,189,163,234,165,123,229,132,85
1439,customer-588,171,198,138,60,96,165,22,96,153
1440,customer-650,171,227,207,73,50,96,152,74,136
1441,customer-370,171,235,57,108,81,157,195,155,127
1442,customer-1458,171,247,54,138,230,148,98,175,157
1443,customer-156,171,251,34,129,65,209,46,201,151
1444,customer-1009,171,253,108,72,121,93,162,228,119
1445,customer-477,172,175,69,67,28,51,122,176,193
1446,customer-816,172,176,110,224,114,112,260,200,5
1447,customer-1911,172,180,194,75,198,49,136,230,66
1448,customer-1783,172,183,126,87,67,137,125,117,153
1449,customer-1348,172,190,126,243,202,77,99,181,175
1450,customer-1416,172,190,113,182,172,32,189,168,90
1451,customer-1127,172,195,77,162,243,155,33,226,112
1452,customer-1367,172,203,136,105,160,180,265,129,102
1453,customer-940,172,211,139,34,126,64,203,98,201
1454,customer-222,172,215,38,75,119,239,34,58,143
1455,customer-238,172,241,12,76,55,48,124,118,114
1456,customer-1138,172,250,180,225,31,20,91,99,116
1457,customer-1436,172,253,181,107,84,178,28,17,52
1458,customer-57,172,256,12,56,109,145,17,120,59
1459,customer-1084,172,258,204,64,164,99,202,147,232
1460,customer-1288,172,258,75,92,37,111,60,69,216
1461,customer-348,173,178,154,239,73,135,119,86,44
1462,customer-1885,173,187,71,19,61,155,76,133,132
1463,customer-928,173,192,117,166,105,87,128,133,126
1464,customer-266,173,193,133,197,117,150,12,114,120
1465,customer-1524,173,193,67,176,132,100,176,188,3
1466,customer-1804,173,197,131,87,144,217,190,133,114
1467,customer-1125,173,202,176,195,114,56,190,148,24
1468,customer-8,173,216,59,90,133,71,42,42,146
1469,customer-188,173,233,69,25,126,41,135,113,190
1470,customer-1552,173,238,87,180,117,27,48,34,190
1471,customer-1746,173,239,83,156,199,177,132,142,102
1472,customer-1721,173,263,144,234,174,39,139,16,49
1473,customer-80,174,174,146,177,43,211,137,253,93
1474,customer-30,174,193,148,108,92,41,26,205,96
1475,customer-1271,174,199,192,214,209,92,41,216,164
1476,customer-1207,174,209,181,39,121,35,255,151,134
1477,customer-1965,174,215,95,77,181,36,175,203,171
1478,customer-213,174,221,83,143,241,39,213,116,110
1479,customer-469,174,240,125,192,57,177,163,101,53
1480,customer-351,174,241,109,151,55,61,137,62,193
1481,customer-1269,174,253,189,191,126,64,36,71,80
1482,customer-807,175,179,127,4,140,67,167,147,207
1483,customer-534,175,195,47,57,199,192,163,178,196
1484,customer-1638,175,196,40,114,22,155,93,189,144
1485,customer-778,175,199,233,88,110,127,172,195,161
1486,customer-964,175,199,93,66,195,97,38,153,231
1487,customer-866,175,226,116,68,141,201,177,209,79
1488,customer-1157,175,250,29,109,73,148,135,100,70
1489,customer-1227,175,257,70,64,164,56,137,58,110
1490,customer-525,175,260,44,85,152,54,151,180,175
1491,customer-878,175,264,5,130,133,158,28,160,145
1492,customer-493,176,178,204,77,181,162,142,131,86
1493,customer-1614,176,203,197,103,173,44,134,171,42
1494,customer-1544,176,216,191,130,73,138,50,198,182
1495,customer-1451,176,224,129,53,195,131,61,92,109
1496,customer-1828,176,224,58,56,132,51,17,28,130
1497,customer-1744,176,230,133,37,244,8,149,225,178
1498,customer-1525,176,231,161,55,212,199,175,127,221
1499,customer-1132,176,232,69,215,216,105,193,199,148
1500,customer-950,176,238,254,27,173,44,166,231,187
1501,customer-573,176,250,107,204,73,45,175,209,176
1502,customer-823,177,194,39,129,35,154,7,28,195
1503,customer-1320,177,201,151,142,50,207,171,120,191
1504,customer-1575,177,203,68,10,22,220,157,112,79
1505,customer-1629,177,206,89,201,161,66,107,160,62
1506,customer-1813,177,208,33,205,26,99,92,126,74
1507,customer-244,177,214,214,147,38,110,136,122,189
1508,customer-25,177,215,100,183,33,31,43,60,156
1509,customer-1087,177,220,112,163,49,88,224,115,195
1510,customer-889,177,222,191,136,160,173,163,120,122
1511,customer-355,177,223,138,26,95,43,138,83,212
1512,customer-484,177,230,126,17,20,34,23,116,168
1513,customer-831,177,242,207,70,62,161,109,81,194
1514,customer-1499,177,245,158,28,50,80,243,35,81
1515,customer-1336,177,251,99,54,143,162,100,88,114
1516,customer-352,178,185,117,98,140,198,233,106,71
1517,customer-1527,178,185,152,45,166,229,208,64,202
1518,customer-358,178,208,30,114,195,193,102,111,184
1519,customer-424,178,218,199,169,232,194,71,31,158
1520,customer-258,178,222,181,22,80,117,101,185,132
1521,customer-674,178,227,130,221,186,96,172,55,232
1522,customer-1396,178,232,132,220,65,119,142,97,158
1523,customer-435,178,238,41,112,120,109,126,189,44
1524,customer-76,178,246,185,124,49,129,69,238,15
1525,customer-55,178,249,153,48,64,220,176,71,243
1526,customer-502,178,272,81,182,138,128,86,99,104
1527,customer-979,179,192,180,59,172,215,43,189,245
1528,customer-1475,179,201,180,72,90,206,166,78,66
1529,customer-809,179,218,107,92,55,67,201,35,278
1530,customer-1303,179,222,49,127,95,184,156,62,40
1531,customer-1528,179,244,214,156,193,143,240,193,22
1532,customer-618,179,259,33,176,150,51,93,93,40
1533,customer-738,179,259,54,177,177,94,214,52,110
1534,customer-138,179,261,183,95,72,57,158,200,250
1535,customer-1978,179,261,8,13,49,183,114,83,23
1536,customer-863,179,266,73,204,75,214,183,82,155
1537,customer-571,180,185,228,226,101,22,209,12,128
1538,customer-1800,180,217,216,118,218,196,81,116,79
1539,customer-1351,180,227,223,142,246,172,155,114,128
1540,customer-1539,180,227,41,15,56,202,190,42,21
1541,customer-87,180,237,209,61,56,191,247,116,193
1542,customer-1983,180,244,200,158,202,119,31,42,79
1543,customer-345,180,250,124,108,29,44,147,49,84
1544,customer-1401,180,251,160,171,64,126,83,22,120
1545,customer-1543,180,256,128,132,119,150,42,211,58
1546,customer-1895,180,257,157,188,106,93,140,80,207
1547,customer-715,180,258,206,190,156,29,188,118,64
1548,customer-1332,180,262,93,201,203,67,196,96,232
1549,customer-1091,180,271,204,70,80,85,27,45,194
1550,customer-1933,181,186,31,155,229,163,155,123,52
1551,customer-1488,181,190,86,126,42,71,153,125,10
1552,customer-1568,181,192,224,191,203,160,48,202,120
1553,customer-194,181,209,72,83,151,198,156,78,190
1554,customer-976,181,216,70,26,97,278,121,164,203
1555,customer-1854,181,239,67,57,49,46,48,55,60
1556,customer-593,181,241,144,106,189,113,187,29,28
1557,customer-357,181,253,121,94,17,169,153,120,40
1558,customer-627,181,280,188,79,78,178,35,195,129
1559,customer-313,182,184,236,204,74,112,82,137,64
1560,customer-1194,182,189,127,67,67,184,78,184,197
1561,customer-1522,182,214,141,87,168,126,165,103,160
1562,customer-1313,182,239,128,99,46,208,113,82,174
1563,customer-1239,182,243,149,15,37,184,154,64,139
1564,customer-1643,182,246,133,152,202,213,76,52,166
1565,customer-669,182,256,126,37,79,72,135,206,204
1566,customer-1510,183,186,114,224,66,160,79,185,218
1567,customer-631,183,223,116,34,143,192,94,172,204
1568,customer-1636,183,246,148,25,50,106,90,59,141
1569,customer-1555,183,257,122,267,237,43,92,57,38
1570,customer-408,183,268,75,166,71,114,14,181,77
1571,customer-170,184,185,38,150,138,117,129,96,113
1572,customer-1350,184,185,121,187,136,24,51,212,274
1573,customer-5,184,203,164,123,35,38,129,93,160
1574,customer-58,184,211,96,111,67,92,226,157,82
1575,customer-124,184,224,101,38,140,207,122,195,227
1576,customer-1879,184,235,126,93,202,174,83,122,137
1577,customer-915,184,239,58,82,195,88,88,223,46
1578,customer-1500,184,261,139,150,75,61,61,218,171
1579,customer-1466,184,263,194,137,137,30,197,59,64
1580,customer-1104,184,275,165,14,18,137,7,174,117
1581,customer-514,185,192,178,133,188,127,103,157,135
1582,customer-259,185,207,59,76,128,80,189,10,114
1583,customer-1863,185,207,123,44,163,186,183,192,67
1584,customer-278,185,215,222,67,166,24,44,18,105
1585,customer-323,185,236,63,146,159,119,166,170,45
1586,customer-526,185,243,177,34,148,21,94,127,135
1587,customer-1119,185,253,82,117,216,143,131,199,137
1588,customer-412,186,188,87,119,128,73,29,66,37
1589,customer-1029,186,188,150,153,32,213,104,117,139
1590,customer-290,186,192,137,208,99,139,200,173,199
1591,customer-695,186,194,176,29,116,128,85,5,216
1592,customer-1821,186,198,49,17,64,189,122,130,85
1593,customer-1419,186,199,207,182,214,72,214,77,60
1594,customer-1112,186,200,12,167,27,149,107,95,33
1595,customer-1454,186,212,206,26,87,161,247,170,47
1596,customer-443,186,213,89,163,144,229,157,155,156
1597,customer-350,186,216,45,177,72,175,203,103,3
1598,customer-1865,186,220,171,59,207,128,177,144,17
1599,customer-560,186,223,93,174,58,197,185,237,182
1600,customer-1043,186,224,109,23,135,176,63,114,178
1601,customer-1526,186,230,149,259,106,195,109,83,9
1602,customer-1048,186,234,118,77,196,183,63,231,67
1603,customer-697,186,248,217,188,49,16,103,101,85
1604,customer-1986,186,249,209,133,51,97,198,107,126
1605,customer-921,186,250,92,68,209,155,171,192,162
1606,customer-471,186,253,49,45,73,216,160,182,82
1607,customer-270,186,255,73,158,148,120,86,129,55
1608,customer-1206,186,258,89,40,58,101,162,210,168
1609,customer-567,186,283,74,40,143,151,92,4,162
1610,customer-1438,187,187,183,45,138,10,108,194,182
1611,customer-875,187,207,226,39,95,150,165,135,205
1612,customer-657,187,234,150,92,115,159,84,177,26
1613,customer-1726,187,234,142,189,189,57,171,35,162
1614,customer-1811,187,235,218,35,160,181,200,77,177
