ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
64916,product-50435,9,38,53,6,23,56,91
64917,product-304464,9,52,63,2,22,7,87
64918,product-136836,9,35,61,6,22,61,91
64919,product-50431,9,41,53,13,23,55,90
64920,product-96717,9,40,50,25,31,31,90
64921,product-213659,9,66,49,45,35,1,82
64922,product-96722,9,36,49,24,30,30,91
64923,product-106385,9,12,48,0,22,36,87
64924,product-126294,9,86,68,17,28,62,80
64925,product-126295,9,84,68,18,29,63,80
64926,product-242164,9,32,81,56,47,33,91
64927,product-213678,9,12,43,24,26,3,87
64928,product-126277,9,20,54,5,22,12,89
64929,product-213681,9,20,43,17,26,4,89
64930,product-242228,9,89,63,9,22,31,80
64931,product-314583,9,40,63,0,22,18,90
64932,product-50530,9,23,51,6,23,49,90
64933,product-242299,9,89,66,38,31,15,80
64934,product-50526,9,41,51,6,23,51,90
64935,product-50520,9,49,52,9,24,53,88
64936,product-390765,9,37,41,3,23,22,90
64937,product-136845,9,12,60,10,23,54,87
64938,product-242295,9,22,67,55,30,17,90
64939,product-50516,9,22,52,11,24,54,90
64940,product-50515,9,33,52,12,25,54,91
64941,product-96688,9,17,51,11,24,41,89
64942,product-136844,9,97,60,2,23,57,82
64943,product-32079,9,41,54,17,28,64,89
64944,product-106397,9,98,49,17,28,30,82
64945,product-50507,9,34,53,11,24,57,91
64946,product-18570,9,31,45,4,24,40,91
64947,product-9586,9,39,36,6,23,13,90
64948,product-9590,9,31,34,0,22,10,91
64949,product-314584,9,42,63,0,22,18,90
64950,product-242259,9,59,64,18,27,23,85
64951,product-348450,9,38,71,39,39,15,91
64952,product-242249,9,49,63,14,24,26,88
64953,product-390771,9,21,40,0,22,20,90
64954,product-2276,9,52,21,19,25,2,87
64955,product-50477,9,54,56,3,23,68,86
64956,product-50474,9,32,57,11,24,74,91
64957,product-242231,9,68,63,3,22,32,82
64958,product-126298,9,73,69,24,30,64,81
64959,product-136817,9,42,66,14,25,68,90
64960,product-213686,9,27,42,11,23,3,91
64961,product-96760,9,37,42,0,22,21,91
64962,product-50344,9,48,45,28,24,29,88
64963,product-213735,9,13,35,17,33,14,87
64964,product-242085,9,33,36,0,22,26,91
64965,product-126330,9,15,67,34,26,81,88
64966,product-242084,9,36,36,0,22,26,91
64967,product-242083,9,41,36,0,22,27,90
64968,product-314540,9,33,76,6,22,32,91
64969,product-50335,9,16,47,20,26,32,88
64970,product-126331,9,12,67,33,26,81,87
64971,product-213748,9,91,60,2,23,47,81
64972,product-162589,9,96,47,24,38,20,82
64973,product-126332,9,14,67,25,25,78,88
64974,product-213750,9,93,60,6,23,47,81
64975,product-50318,9,50,46,4,21,35,88
64976,product-14864,9,25,61,14,26,95,90
64977,product-50314,9,56,47,0,22,36,86
64978,product-314539,9,31,77,5,22,32,91
64979,product-136787,9,75,70,19,26,79,81
64980,product-136786,9,77,70,17,26,79,81
64981,product-390850,9,19,39,12,25,16,89
64982,product-162587,9,75,47,19,38,19,81
64983,product-314538,9,30,77,4,22,32,91
64984,product-50299,9,39,50,15,25,40,90
64985,product-50298,9,37,50,14,25,40,90
64986,product-126329,9,16,68,35,26,81,88
64987,product-126328,9,17,68,37,27,82,89
64988,product-242089,9,94,35,2,21,25,81
64989,product-242095,9,24,34,2,21,20,90
64990,product-390820,9,10,53,20,30,44,87
64991,product-213688,9,30,41,8,22,2,91
64992,product-213689,9,30,41,7,22,2,91
64993,product-304556,9,46,65,43,37,27,89
64994,product-50387,9,15,65,9,25,41,88
64995,product-304559,9,39,64,41,36,27,91
64996,product-12000,9,18,37,0,22,9,89
64997,product-213695,9,44,40,0,22,0,89
64998,product-32089,9,27,52,3,23,61,90
64999,product-50380,9,17,33,3,24,6,89
65000,product-50379,9,14,33,4,23,7,88
65001,product-50378,9,14,33,4,23,7,88
65002,product-50531,9,28,51,6,24,49,91
65003,product-32090,9,14,52,2,23,61,88
65004,product-304578,9,66,64,29,26,32,83
65005,product-96746,9,28,46,17,24,27,91
65006,product-304579,9,82,64,29,27,32,80
65007,product-50368,9,22,35,5,23,11,90
65008,product-96751,9,41,45,17,24,27,90
65009,product-5164,9,28,35,18,30,14,91
65010,product-304599,9,58,67,19,26,38,85
65011,product-126321,9,71,67,33,30,84,81
65012,product-390836,9,32,41,2,22,23,91
65013,product-390837,9,35,41,2,22,22,91
65014,product-390838,9,36,41,2,23,22,91
65015,product-390839,9,32,41,0,22,22,91
65016,product-213701,9,98,29,11,30,5,83
65017,product-50297,9,31,50,14,25,41,91
65018,product-126258,9,16,56,20,20,21,88
65019,product-32068,9,23,56,34,31,68,90
65020,product-213309,9,33,41,5,22,2,91
65021,product-213310,9,34,41,4,22,2,91
65022,product-348611,9,13,67,11,22,24,88
65023,product-136931,9,56,71,31,34,72,86
65024,product-213318,9,96,27,0,22,7,82
65025,product-136930,9,57,71,29,34,71,85
65026,product-136929,9,59,71,27,34,71,85
65027,product-136928,9,63,71,25,34,70,83
65028,product-2271,9,96,25,22,34,15,82
65029,product-136918,9,97,69,6,24,66,82
65030,product-242441,9,34,48,19,28,30,91
65031,product-96576,9,96,53,12,25,71,82
65032,product-50743,9,38,54,4,22,65,91
65033,product-136906,9,10,58,46,28,19,87
65034,product-390638,9,35,41,9,21,22,91
65035,product-162780,9,72,56,11,27,24,81
65036,product-213363,9,29,60,2,22,48,91
65037,product-50726,9,38,57,11,25,74,91
65038,product-126178,9,30,63,6,21,61,91
65039,product-106440,9,74,55,2,23,76,81
65040,product-126180,9,30,63,5,22,61,91
65041,product-162775,9,49,55,15,25,25,88
65042,product-213369,9,93,60,3,23,47,81
65043,product-213370,9,92,60,5,23,46,81
65044,product-213371,9,89,60,7,24,46,80
65045,product-213308,9,32,41,6,23,2,91
65046,product-162769,9,82,55,22,26,27,80
65047,product-213307,9,29,41,8,23,2,91
65048,product-96567,9,34,53,3,24,67,91
65049,product-213254,9,96,52,28,36,15,82
65050,product-136934,9,62,72,38,35,73,84
65051,product-339390,9,55,65,51,17,8,86
65052,product-50836,9,38,46,12,24,34,91
65053,product-21653,9,24,62,26,20,92,90
65054,product-126132,9,16,68,35,27,82,88
65055,product-50831,9,58,46,5,23,35,85
65056,product-213277,9,32,46,2,22,6,91
65057,product-304334,9,75,76,22,28,50,81
65058,product-50824,9,49,46,2,22,36,88
65059,product-213280,9,74,49,49,36,1,81
65060,product-126133,9,16,68,34,26,81,88
65061,product-126134,9,17,67,32,26,81,89
65062,product-106450,9,88,55,14,23,80,81
65063,product-304339,9,69,77,26,29,49,81
65064,product-242497,9,42,34,2,23,18,90
65065,product-213293,9,12,44,30,27,2,87
65066,product-50808,9,37,49,19,23,41,90
65067,product-21649,9,25,62,26,21,91,91
65068,product-50796,9,92,50,6,23,45,81
65069,product-50795,9,92,50,6,23,45,81
65070,product-50794,9,88,50,5,23,45,80
65071,product-50793,9,88,50,4,23,46,81
65072,product-126142,9,19,67,22,24,77,89
65073,product-126144,9,25,66,20,24,76,91
65074,product-50779,9,44,51,6,23,52,89
65075,product-96597,9,85,54,9,26,81,80
65076,product-242413,9,14,55,21,24,30,88
65077,product-136897,9,14,61,25,31,23,88
65078,product-314605,9,36,61,4,22,12,91
65079,product-96642,9,13,57,15,25,61,88
65080,product-96643,9,96,57,14,25,61,82
65081,product-314602,9,34,61,4,21,12,91
65082,product-50605,9,46,45,26,23,29,89
65083,product-96650,9,94,57,14,26,59,82
65084,product-50598,9,25,46,20,25,32,91
65085,product-213489,9,84,60,15,27,43,80
65086,product-96652,9,97,58,17,26,58,82
65087,product-50592,9,40,46,17,24,33,91
65088,product-3610,9,13,76,0,22,62,88
65089,product-213490,9,89,60,17,27,43,81
65090,product-242338,9,20,78,32,32,37,89
65091,product-304433,9,19,67,34,31,9,89
65092,product-50578,9,29,46,2,22,35,91
65093,product-242324,9,99,77,29,27,26,83
65094,product-136849,9,11,60,6,22,53,87
65095,product-304446,9,28,65,21,28,8,91
65096,product-390763,9,33,41,4,22,22,91
65097,product-304451,9,37,64,11,25,8,91
65098,product-50555,9,18,50,14,26,41,89
65099,product-162694,9,17,49,26,25,12,89
65100,product-136848,9,14,60,8,22,53,88
65101,product-50546,9,92,50,5,23,44,81
65102,product-242304,9,28,66,27,31,13,91
65103,product-327120,9,86,62,4,23,17,80
65104,product-136870,9,88,65,7,25,44,81
65105,product-390713,9,45,39,8,23,17,89
65106,product-136871,9,91,65,8,25,44,81
65107,product-126192,9,34,62,0,22,56,91
65108,product-126193,9,30,62,0,22,56,91
65109,product-348539,9,19,69,17,24,22,89
65110,product-162762,9,70,54,12,25,30,81
65111,product-348531,9,96,60,30,39,39,82
65112,product-242402,9,24,61,7,23,36,90
65113,product-136894,9,99,62,17,29,25,83
65114,product-242366,9,25,69,17,22,43,90
65115,product-242364,9,22,69,15,22,43,90
65116,product-162761,9,70,54,11,25,30,81
65117,product-96620,9,26,65,38,32,74,90
65118,product-314622,9,35,58,17,26,7,91
65119,product-242301,9,16,66,32,31,14,88
65120,product-126209,9,95,57,32,26,40,82
65121,product-106430,9,31,55,7,23,71,91
65122,product-314608,9,16,60,8,22,11,89
65123,product-126220,9,25,58,21,27,36,91
65124,product-50643,9,23,33,5,23,6,90
65125,product-213448,9,28,57,35,19,24,91
65126,product-50635,9,19,34,9,23,10,89
65127,product-348492,9,13,72,54,50,8,88
65128,product-126222,9,30,58,19,27,35,91
65129,product-12016,9,15,31,10,23,11,88
65130,product-4467,9,12,47,0,22,22,87
65131,product-390709,9,44,39,4,22,18,89
65132,product-136872,9,98,65,9,25,43,83
65133,product-390698,9,34,41,6,21,22,91
65134,product-314536,9,27,77,2,22,33,91
65135,product-242062,9,17,37,0,22,30,89
65136,product-327060,9,95,63,26,27,6,81
65137,product-162411,9,16,49,26,26,10,88
65138,product-214069,9,19,43,17,26,5,89
65139,product-126473,9,14,53,7,22,10,88
65140,product-152800,9,36,61,18,24,19,91
65141,product-126482,9,92,68,17,28,62,81
65142,product-126483,9,88,68,18,29,62,81
65143,product-126485,9,82,69,21,29,63,80
65144,product-162404,9,17,60,50,7,21,89
65145,product-162399,9,11,62,29,11,21,87
65146,product-214076,9,25,41,10,22,3,90
65147,product-152802,9,34,61,21,24,19,91
65148,product-49945,9,79,57,15,25,74,80
65149,product-32163,9,37,70,41,30,52,90
65150,product-49942,9,22,57,20,25,75,90
65151,product-106285,9,21,64,24,29,74,90
65152,product-241794,9,21,39,0,22,19,90
65153,product-49935,9,91,59,47,29,81,81
65154,product-49930,9,65,58,57,26,83,83
65155,product-21505,9,11,37,0,22,25,87
65156,product-136681,9,11,64,18,25,41,87
65157,product-241788,9,10,53,47,60,10,87
65158,product-126495,9,65,69,41,31,67,83
65159,product-214091,9,85,27,2,23,7,80
65160,product-367,9,22,59,37,26,78,90
65161,product-106283,9,94,64,19,26,74,81
65162,product-214067,9,14,43,20,26,4,88
65163,product-390995,9,17,39,13,25,16,89
65164,product-126470,9,19,53,2,22,12,89
65165,product-49989,9,17,53,16,24,57,89
65166,product-241848,9,38,64,15,25,30,91
65167,product-152794,9,80,61,8,23,22,80
65168,product-50031,9,12,50,13,25,40,87
65169,product-50030,9,16,50,12,25,40,88
65170,product-214012,9,48,52,24,36,15,88
65171,product-96899,9,12,56,16,20,56,87
65172,product-126453,9,12,56,19,20,21,87
65173,product-126455,9,14,55,14,22,18,88
65174,product-126456,9,16,55,13,22,17,88
65175,product-96900,9,98,56,14,19,56,83
65176,product-50018,9,44,50,2,23,45,89
65177,product-241839,9,99,63,12,22,34,83
65178,product-323229,9,56,71,11,23,52,86
65179,product-126464,9,15,54,13,24,14,88
65180,product-241831,9,46,63,4,23,32,89
65181,product-106303,9,18,61,22,21,69,89
65182,product-126466,9,17,54,9,24,13,89
65183,product-50003,9,45,51,11,24,51,89
65184,product-49998,9,55,52,13,25,53,86
65185,product-49997,9,66,52,13,24,53,83
65186,product-241828,9,69,63,6,22,31,81
65187,product-96906,9,95,57,3,22,54,82
65188,product-49993,9,16,52,16,25,54,88
65189,product-49992,9,16,52,17,26,55,89
65190,product-96907,9,98,57,2,22,54,83
65191,product-49986,9,28,53,15,25,58,91
65192,product-136679,9,99,65,8,26,43,83
65193,product-136678,9,94,65,6,25,43,81
65194,product-49912,9,81,53,21,24,77,80
65195,product-32177,9,79,68,65,29,58,80
65196,product-96975,9,32,49,21,30,31,91
65197,product-241595,9,26,55,18,24,29,91
65198,product-32180,9,69,69,58,31,59,82
65199,product-49818,9,98,46,28,26,30,83
65200,product-49817,9,98,46,27,25,30,83
65201,product-314384,9,71,69,18,30,39,81
65202,product-339656,9,92,66,27,23,4,81
65203,product-339657,9,95,65,25,23,4,82
65204,product-339658,9,93,66,23,23,4,81
65205,product-323261,9,80,70,2,23,68,80
65206,product-323262,9,86,70,3,23,68,80
65207,product-49805,9,40,47,18,26,32,91
65208,product-49804,9,58,47,17,25,33,85
65209,product-49802,9,38,47,14,24,33,91
65210,product-214206,9,38,58,5,22,15,91
65211,product-304929,9,88,69,5,24,46,80
65212,product-18605,9,18,41,13,23,25,89
65213,product-49794,9,48,46,3,22,35,88
65214,product-49791,9,32,47,2,22,36,91
65215,product-96993,9,37,46,17,22,28,91
65216,product-96994,9,35,46,17,22,28,91
65217,product-96995,9,34,46,17,25,28,91
65218,product-96998,9,30,46,15,24,27,91
65219,product-96999,9,26,46,15,24,27,90
65220,product-49831,9,48,47,29,38,25,88
65221,product-241619,9,86,50,37,36,28,80
65222,product-136647,9,37,61,10,22,60,91
65223,product-391026,9,56,27,9,23,0,86
65224,product-49911,9,72,53,19,23,76,81
65225,product-348247,9,19,69,18,24,22,89
65226,product-49905,9,16,53,10,23,56,89
65227,product-136657,9,12,59,6,23,53,87
65228,product-49901,9,38,54,18,25,55,91
65229,product-241758,9,31,81,55,47,33,91
65230,product-126511,9,68,66,20,29,82,81
65231,product-241742,9,16,36,32,29,9,88
65232,product-214124,9,74,34,16,27,14,80
65233,product-32170,9,10,69,59,28,54,87
65234,product-49888,9,11,59,16,24,49,87
65235,product-126514,9,69,66,26,29,83,81
65236,product-96895,9,96,58,18,26,59,82
65237,product-391003,9,19,36,11,25,13,89
65238,product-214126,9,94,35,18,32,13,81
65239,product-314451,9,20,72,4,21,63,89
65240,product-18603,9,99,42,11,24,27,83
65241,product-49867,9,44,62,0,22,44,89
65242,product-49866,9,36,61,2,22,43,91
65243,product-126524,9,17,68,38,27,82,89
65244,product-126525,9,14,68,37,27,81,88
65245,product-32176,9,90,68,67,29,58,81
65246,product-126526,9,12,68,36,26,81,87
65247,product-49848,9,38,36,3,23,14,90
65248,product-96966,9,36,50,24,29,33,91
65249,product-136649,9,32,60,8,23,59,91
65250,product-136655,9,15,60,11,22,53,88
65251,product-241855,9,54,63,16,24,26,86
65252,product-136705,9,14,61,24,32,23,88
65253,product-304758,9,34,65,19,27,8,91
65254,product-136770,9,67,68,12,22,85,82
65255,product-50222,9,35,56,6,23,67,91
65256,product-50219,9,35,56,4,22,71,91
65257,product-50218,9,38,56,4,23,71,91
65258,product-304673,9,10,60,5,22,49,87
65259,product-50212,9,41,57,12,25,74,89
65260,product-96812,9,26,53,5,23,66,91
65261,product-106345,9,12,51,0,22,53,87
65262,product-348378,9,88,54,28,36,32,80
65263,product-50204,9,27,58,25,26,77,91
65264,product-50203,9,29,58,27,26,77,91
65265,product-162531,9,13,50,7,25,14,88
65266,product-390868,9,70,26,0,22,7,81
65267,product-50200,9,96,60,38,30,79,82
65268,product-21543,9,22,66,0,22,68,90
65269,product-162530,9,91,51,3,22,15,81
65270,product-50196,9,82,59,48,29,81,80
65271,product-304696,9,24,69,38,50,38,90
65272,product-50192,9,71,58,56,26,83,81
65273,product-213847,9,93,54,0,22,33,81
65274,product-390892,9,53,53,15,28,45,87
65275,product-241965,9,18,69,14,22,42,89
65276,product-314512,9,24,64,3,22,34,90
65277,product-50173,9,69,53,18,23,76,81
65278,product-50172,9,73,52,16,23,76,80
65279,product-21549,9,34,66,12,25,70,91
65280,product-348397,9,75,67,30,34,3,80
65281,product-50230,9,57,55,9,23,64,85
65282,product-213816,9,62,59,8,24,19,83
65283,product-327059,9,94,63,26,27,7,81
65284,product-327056,9,95,64,4,23,13,82
65285,product-152733,9,19,71,2,23,58,89
65286,product-32105,9,98,52,22,28,54,83
65287,product-162575,9,69,49,44,58,19,81
65288,product-50278,9,38,50,3,23,47,90
65289,product-152735,9,87,72,39,26,51,80
65290,product-136782,9,82,69,9,24,81,80
65291,product-136781,9,84,69,7,24,81,80
65292,product-50270,9,43,51,9,23,49,89
65293,product-106356,9,97,53,20,29,47,82
65294,product-339526,9,17,63,37,39,6,89
65295,product-50167,9,44,53,6,23,57,89
65296,product-339528,9,24,63,39,29,6,90
65297,product-242008,9,19,55,20,24,30,89
65298,product-304641,9,75,74,17,27,50,80
65299,product-304642,9,79,74,17,27,50,80
65300,product-50255,9,29,52,14,26,55,91
65301,product-50254,9,27,53,15,26,55,90
65302,product-50251,9,35,53,14,24,57,91
65303,product-106349,9,92,51,10,23,49,81
65304,product-50247,9,32,54,13,25,58,91
65305,product-213813,9,77,58,4,22,17,81
65306,product-126367,9,24,63,9,22,62,91
65307,product-126368,9,23,63,9,23,62,90
65308,product-126370,9,22,63,7,22,61,90
65309,product-242009,9,18,54,21,23,30,89
65310,product-213253,9,95,52,28,35,16,81
65311,product-126384,9,26,62,0,22,55,90
65312,product-136767,9,70,67,17,20,86,81
65313,product-136746,9,58,72,29,34,71,85
65314,product-136745,9,61,71,27,34,71,84
65315,product-50079,9,60,46,30,24,28,84
65316,product-50078,9,48,46,30,24,29,89
65317,product-136744,9,63,71,24,34,71,83
65318,product-162476,9,64,53,14,23,29,83
65319,product-50074,9,45,46,27,24,30,89
65320,product-32135,9,12,43,6,24,28,87
65321,product-50070,9,22,46,23,25,31,89
65322,product-106321,9,54,59,24,31,63,86
65323,product-152781,9,31,61,2,22,28,91
65324,product-96877,9,93,60,5,24,67,81
65325,product-50066,9,81,46,21,25,32,80
65326,product-96878,9,80,60,7,24,67,80
65327,product-50061,9,39,46,17,25,33,90
65328,product-96880,9,75,61,11,26,66,80
65329,product-339599,9,48,57,11,26,15,88
65330,product-50056,9,48,47,12,24,34,88
65331,product-152782,9,33,61,2,22,28,91
65332,product-304747,9,28,67,27,29,9,91
65333,product-304748,9,36,67,26,29,9,91
65334,product-50049,9,48,46,3,22,35,88
65335,product-50046,9,58,46,0,22,36,85
65336,product-304757,9,28,65,19,25,8,91
65337,product-241864,9,56,64,20,27,24,86
65338,product-241903,9,98,66,42,31,15,83
65339,product-241907,9,18,66,29,31,14,89
65340,product-390934,9,17,36,11,25,13,89
65341,product-390932,9,18,36,13,25,13,89
65342,product-18584,9,12,45,24,23,35,87
65343,product-390910,9,31,41,0,22,22,91
65344,product-162502,9,14,56,10,27,22,88
65345,product-50152,9,48,56,21,22,52,88
65346,product-162501,9,98,56,12,27,23,83
65347,product-390913,9,25,41,2,22,21,90
65348,product-213914,9,26,65,27,34,9,91
65349,product-162499,9,87,56,13,27,24,80
65350,product-50144,9,31,59,14,25,49,91
65351,product-162497,9,68,56,14,26,24,81
65352,product-213915,9,22,65,26,36,9,90
65353,product-32131,9,25,42,2,22,29,90
65354,product-50165,9,27,53,8,24,56,91
65355,product-162491,9,82,55,21,25,27,80
65356,product-106327,9,24,58,25,28,61,90
65357,product-348316,9,14,68,26,24,24,88
65358,product-126399,9,97,60,23,24,45,82
65359,product-241938,9,19,78,35,32,37,89
65360,product-241927,9,90,77,29,27,26,81
65361,product-348308,9,81,69,42,26,24,80
65362,product-106326,9,31,58,24,28,61,91
65363,product-18594,9,31,44,30,28,32,91
65364,product-162482,9,65,54,14,26,30,83
65365,product-136750,9,62,72,37,35,73,83
65366,product-126413,9,25,59,21,27,37,90
65367,product-126416,9,26,58,17,27,36,91
65368,product-106328,9,18,58,26,28,61,89
65369,product-97001,9,30,45,15,23,27,91
65370,product-213252,9,98,52,28,35,16,83
65371,product-314636,9,81,55,0,22,2,80
65372,product-125795,9,37,62,3,22,56,91
65373,product-323069,9,81,60,4,23,13,80
65374,product-125802,9,39,61,6,22,53,90
65375,product-51597,9,30,54,7,24,52,91
65376,product-243182,9,26,43,0,22,33,90
65377,product-51594,9,33,55,9,22,51,91
65378,product-51592,9,13,55,9,22,51,87
65379,product-96232,9,85,51,30,30,32,80
65380,product-212570,9,22,43,17,25,2,90
65381,product-212571,9,22,43,15,25,3,90
65382,product-26525,9,18,52,17,27,58,89
65383,product-243157,9,16,59,2,22,36,88
65384,product-21744,9,32,49,6,22,52,91
65385,product-390351,9,56,34,0,22,10,86
65386,product-51564,9,22,37,9,23,14,89
65387,product-51561,9,24,37,7,22,15,90
65388,product-314875,9,19,75,31,39,45,89
65389,product-243114,9,28,69,20,21,43,91
65390,product-106601,9,14,49,24,27,28,88
65391,product-125823,9,96,59,29,30,37,82
65392,product-125824,9,98,59,29,27,37,83
65393,product-21740,9,12,50,9,25,53,87
65394,product-21738,9,22,52,20,27,57,90
65395,product-51537,9,45,45,16,23,30,89
65396,product-303943,9,67,65,42,37,27,82
65397,product-106609,9,24,44,30,29,21,91
65398,product-31918,9,28,69,56,28,53,91
65399,product-96226,9,27,51,32,30,33,90
65400,product-212532,9,98,52,29,33,17,83
65401,product-51686,9,98,51,8,24,48,82
65402,product-243266,9,65,36,32,39,10,83
65403,product-51681,9,98,51,0,22,54,82
65404,product-303851,9,38,64,8,26,7,91
65405,product-212485,9,16,55,8,23,13,88
65406,product-96202,9,24,52,13,27,44,91
65407,product-137136,9,14,68,4,23,82,88
65408,product-96206,9,13,51,3,23,42,88
65409,product-51667,9,38,52,0,22,59,90
65410,product-51664,9,36,52,0,22,60,91
65411,product-314898,9,12,64,2,22,34,87
65412,product-125779,9,35,63,3,22,62,91
65413,product-106613,9,28,44,28,29,20,91
65414,product-9497,9,47,64,44,34,9,89
65415,product-51649,9,10,56,8,24,71,87
65416,product-51647,9,98,56,8,23,72,82
65417,product-51646,9,23,56,0,22,74,90
65418,product-51643,9,38,57,6,22,75,90
65419,product-125783,9,37,63,2,22,60,91
65420,product-243199,9,16,37,2,22,31,88
65421,product-125785,9,42,63,0,22,60,90
65422,product-125786,9,50,63,0,22,59,87
65423,product-125787,9,50,63,0,22,59,87
65424,product-125788,9,45,63,0,22,58,89
65425,product-163160,9,14,47,23,35,19,88
65426,product-125790,9,38,62,0,22,58,90
65427,product-51526,9,41,46,8,24,35,90
65428,product-51524,9,49,46,6,24,35,88
65429,product-303945,9,63,65,40,37,27,83
65430,product-12064,9,18,50,0,22,70,89
65431,product-51443,9,47,53,3,23,63,89
65432,product-314841,9,29,72,5,22,63,91
65433,product-96298,9,23,61,0,22,43,90
65434,product-96299,9,15,61,2,22,43,88
65435,product-212723,9,77,57,21,30,29,81
65436,product-125878,9,22,54,17,24,14,90
65437,product-51424,9,15,60,33,32,80,88
65438,product-163094,9,13,51,5,22,13,87
65439,product-212738,9,78,54,0,22,36,80
65440,product-96309,9,12,58,24,21,50,87
65441,product-390382,9,26,42,8,22,21,91
65442,product-96310,9,98,58,25,21,51,83
65443,product-348791,9,48,71,55,42,8,89
65444,product-125884,9,18,53,9,22,12,89
65445,product-348790,9,54,71,53,42,8,87
65446,product-125886,9,16,53,9,22,11,88
65447,product-243020,9,62,63,10,24,25,83
65448,product-51403,9,60,54,27,27,77,84
65449,product-304015,9,72,71,6,24,49,81
65450,product-137076,9,14,61,26,30,24,88
65451,product-125891,9,12,51,21,17,8,87
65452,product-137075,9,12,62,24,31,24,87
65453,product-212762,9,66,60,6,22,46,82
65454,product-323084,9,51,61,35,25,6,87
65455,product-96296,9,35,62,0,22,42,91
65456,product-339272,9,42,57,13,26,14,90
65457,product-51448,9,60,53,2,22,61,84
65458,product-303989,9,56,67,25,26,38,85
65459,product-51522,9,56,46,5,23,35,85
65460,product-31921,9,19,69,62,28,54,89
65461,product-25043,9,27,56,4,22,76,90
65462,product-303947,9,60,65,39,38,28,84
65463,product-51514,9,20,46,3,23,37,89
65464,product-51511,9,34,46,7,22,38,91
65465,product-243083,9,94,78,32,28,26,81
65466,product-31929,9,91,68,69,28,58,81
65467,product-31930,9,82,68,67,29,58,80
65468,product-96265,9,28,46,21,24,26,91
65469,product-243078,9,85,77,26,27,24,80
65470,product-96268,9,30,45,22,22,26,91
65471,product-303849,9,40,64,12,26,7,90
65472,product-243076,9,80,77,24,27,23,80
65473,product-9505,9,67,86,20,33,24,82
65474,product-137099,9,88,69,4,24,66,80
65475,product-106594,9,91,49,17,27,31,81
65476,product-96273,9,17,45,22,22,26,89
65477,product-96274,9,88,41,6,23,19,81
65478,product-51484,9,55,50,14,24,45,86
65479,product-303954,9,69,65,37,37,29,81
65480,product-243065,9,11,67,57,30,16,87
65481,product-125856,9,86,56,8,24,23,80
65482,product-125857,9,12,56,12,24,23,87
65483,product-348792,9,29,71,54,49,8,91
65484,product-303988,9,42,67,26,26,37,90
65485,product-348798,9,15,69,46,44,17,88
65486,product-96318,9,49,53,4,24,67,88
65487,product-51689,9,14,50,12,24,47,88
65488,product-125766,9,31,64,9,23,67,91
65489,product-106677,9,58,66,47,27,85,85
65490,product-243432,9,79,77,28,28,24,80
65491,product-125692,9,12,53,11,22,11,87
65492,product-26535,9,21,51,15,26,54,90
65493,product-212285,9,33,60,6,23,47,91
65494,product-314965,9,38,63,2,22,18,91
65495,product-212287,9,24,60,2,23,46,90
65496,product-31861,9,38,44,10,23,33,90
65497,product-51872,9,16,52,2,22,61,89
65498,product-137166,9,41,71,33,29,78,89
65499,product-152382,9,13,56,48,44,16,87
65500,product-125704,9,68,69,18,29,63,81
65501,product-243430,9,74,77,26,27,23,80
65502,product-243429,9,73,76,24,27,23,80
65503,product-339129,9,63,63,39,30,45,83
65504,product-31870,9,15,43,0,22,30,88
65505,product-339130,9,69,63,41,30,46,81
65506,product-243427,9,76,76,20,26,22,81
65507,product-348909,9,12,67,9,23,24,87
65508,product-348908,9,12,69,31,26,25,87
65509,product-348902,9,92,69,43,26,24,81
65510,product-152385,9,10,55,41,42,17,87
65511,product-15503,9,12,49,29,33,48,87
65512,product-51838,9,64,60,39,32,81,83
65513,product-9478,9,32,67,53,22,15,91
65514,product-314967,9,42,63,0,22,17,90
65515,product-51836,9,73,60,43,30,82,81
65516,product-212275,9,14,76,30,42,55,88
65517,product-212273,9,16,35,15,33,15,88
65518,product-96070,9,12,61,10,25,46,87
65519,product-243500,9,12,59,3,22,36,87
65520,product-106691,9,31,64,21,33,74,91
65521,product-125663,9,12,56,13,24,22,87
65522,product-163342,9,53,55,15,24,26,87
65523,product-243496,9,15,61,2,23,37,88
65524,product-51939,9,53,45,4,23,34,87
65525,product-125668,9,14,55,22,20,21,88
65526,product-323011,9,94,60,0,22,9,81
65527,product-323022,9,13,61,16,28,1,88
65528,product-212213,9,90,49,62,37,1,81
65529,product-423,9,43,56,38,30,78,90
65530,product-422,9,54,50,28,30,40,87
65531,product-212222,9,10,43,17,25,2,87
65532,product-212223,9,17,43,12,25,3,89
65533,product-323025,9,34,60,18,26,0,91
65534,product-212226,9,15,42,5,23,2,88
65535,product-212227,9,13,42,4,23,2,87
65536,product-51915,9,26,48,19,26,41,91
65537,product-323033,9,80,57,11,28,5,80
65538,product-51908,9,42,50,19,27,43,89
65539,product-314970,9,44,62,3,22,16,89
65540,product-96091,9,28,52,0,22,69,91
65541,product-96092,9,81,52,4,22,70,80
65542,product-125685,9,22,54,18,24,14,89
65543,product-51894,9,28,51,13,25,47,91
65544,product-96132,9,94,65,43,36,73,81
65545,product-390257,9,10,36,0,22,11,87
65546,product-390258,9,17,36,0,22,11,89
65547,product-243356,9,58,63,5,22,35,85
