ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology
36250,product-20595,6,19,40,12
36251,product-23481,6,43,48,13
36252,product-4247,6,68,26,0
36253,product-2475,6,86,15,0
36254,product-20596,6,32,40,13
36255,product-11080,6,16,34,4
36256,product-15715,6,21,49,33
36257,product-30639,6,50,42,5
36258,product-27126,6,19,45,18
36259,product-23480,6,42,48,13
36260,product-18998,6,29,65,8
36261,product-21943,6,40,62,28
36262,product-12312,6,34,38,3
36263,product-17791,6,29,47,20
36264,product-8855,6,35,79,57
36265,product-29121,6,67,43,6
36266,product-28575,6,39,43,20
36267,product-22333,6,34,45,9
36268,product-29106,6,32,46,14
36269,product-18534,6,9,52,37
36270,product-11547,6,23,38,4
36271,product-28195,6,28,58,43
36272,product-15210,6,12,33,20
36273,product-11084,6,27,34,9
36274,product-30630,6,14,43,12
36275,product-25730,6,10,45,14
36276,product-5783,6,54,62,26
36277,product-12022,6,38,56,34
36278,product-12309,6,14,38,2
36279,product-22835,6,39,55,28
36280,product-27095,6,16,53,18
36281,product-27388,6,38,51,15
36282,product-18829,6,26,50,24
36283,product-16630,6,47,47,30
36284,product-1876,6,47,69,29
36285,product-7160,6,11,36,19
36286,product-30629,6,96,43,14
36287,product-31162,6,12,69,45
36288,product-13878,6,49,33,7
36289,product-21961,6,41,60,17
36290,product-19474,6,9,33,9
36291,product-12310,6,18,38,2
36292,product-11540,6,10,39,0
36293,product-6389,6,29,68,4
36294,product-30775,6,18,58,49
36295,product-19203,6,12,31,13
36296,product-15304,6,18,50,17
36297,product-24123,6,20,43,12
36298,product-25494,6,40,43,12
36299,product-28557,6,17,44,0
36300,product-30782,6,9,57,40
36301,product-24256,6,38,61,29
36302,product-21159,6,23,44,16
36303,product-32531,6,29,59,52
36304,product-9511,6,9,86,20
36305,product-21163,6,27,44,13
36306,product-10081,6,8,37,13
36307,product-32533,6,79,59,60
36308,product-31938,6,50,69,51
36309,product-21164,6,27,44,12
36310,product-17085,6,29,44,34
36311,product-21735,6,20,52,23
36312,product-16094,6,11,58,22
36313,product-29374,6,22,43,0
36314,product-12656,6,92,51,24
36315,product-17808,6,8,45,16
36316,product-31935,6,62,69,57
36317,product-32536,6,97,59,66
36318,product-15612,6,22,32,17
36319,product-12659,6,31,51,23
36320,product-28567,6,17,43,15
36321,product-30638,6,62,42,6
36322,product-700,6,78,55,2
36323,product-3985,6,16,43,20
36324,product-26255,6,17,50,14
36325,product-21950,6,92,61,27
36326,product-17087,6,14,44,30
36327,product-91,6,21,36,14
36328,product-30780,6,18,57,43
36329,product-10075,6,15,37,20
36330,product-32817,6,97,53,21
36331,product-2723,6,43,17,0
36332,product-27094,6,9,53,16
36333,product-19204,6,12,31,13
36334,product-18140,6,72,66,32
36335,product-9584,6,59,29,0
36336,product-21136,6,27,47,10
36337,product-5097,6,60,71,18
36338,product-14791,6,15,43,0
36339,product-19205,6,81,65,0
36340,product-18138,6,67,66,29
36341,product-30778,6,12,58,53
36342,product-14621,6,12,43,20
36343,product-26253,6,9,51,18
36344,product-13989,6,96,46,33
36345,product-21149,6,25,45,18
36346,product-26332,6,11,68,36
36347,product-14731,6,97,52,11
36348,product-30779,6,9,57,51
36349,product-13992,6,9,46,25
36350,product-5342,6,17,75,30
36351,product-5341,6,89,63,0
36352,product-27855,6,54,58,60
36353,product-11545,6,96,38,6
36354,product-21951,6,16,62,26
36355,product-4096,6,36,45,0
36356,product-14623,6,25,42,24
36357,product-14674,6,17,62,14
36358,product-19106,6,28,49,20
36359,product-29104,6,25,46,18
36360,product-28220,6,83,54,15
36361,product-11163,6,21,47,20
36362,product-23478,6,42,48,13
36363,product-26131,6,62,59,26
36364,product-7603,6,81,67,18
36365,product-23185,6,25,47,15
36366,product-19470,6,12,33,0
36367,product-22062,6,28,46,14
36368,product-15775,6,16,40,13
36369,product-33576,6,15,43,17
36370,product-17794,6,71,47,17
36371,product-13452,6,92,47,23
36372,product-7598,6,25,68,9
36373,product-12330,6,9,34,15
36374,product-17373,6,23,37,12
36375,product-16317,6,49,59,13
36376,product-32847,6,89,42,9
36377,product-24264,6,41,61,45
36378,product-29135,6,45,42,19
36379,product-4674,6,62,61,26
36380,product-23178,6,29,48,15
36381,product-22065,6,40,45,13
36382,product-29132,6,32,43,20
36383,product-15779,6,8,41,13
36384,product-13451,6,7,47,21
36385,product-22846,6,7,54,41
36386,product-25486,6,16,44,18
36387,product-34647,6,47,58,73
36388,product-34239,6,22,53,2
36389,product-10080,6,10,37,14
36390,product-25128,6,17,59,36
36391,product-6322,6,38,59,13
36392,product-12491,6,12,54,0
36393,product-17690,6,42,60,10
36394,product-19469,6,14,33,0
36395,product-979,6,89,70,19
36396,product-14860,6,38,62,11
36397,product-26130,6,62,59,24
36398,product-19116,6,41,46,6
36399,product-28663,6,50,54,0
36400,product-3680,6,14,28,45
36401,product-15780,6,78,41,13
36402,product-8021,6,50,68,2
36403,product-15563,6,86,41,15
36404,product-32550,6,89,57,39
36405,product-25163,6,98,55,24
36406,product-33545,6,88,54,26
36407,product-9576,6,29,33,4
36408,product-25734,6,21,44,18
36409,product-1610,6,79,9,2
36410,product-5259,6,54,74,43
36411,product-13574,6,88,51,10
36412,product-529,6,10,56,38
36413,product-12327,6,19,34,17
36414,product-11549,6,11,38,2
36415,product-21180,6,10,41,13
36416,product-30657,6,29,43,14
36417,product-10320,6,85,38,11
36418,product-22337,6,22,45,10
36419,product-5582,6,29,76,38
36420,product-28789,6,31,55,16
36421,product-26333,6,22,68,33
36422,product-14785,6,52,44,10
36423,product-34224,6,53,56,34
36424,product-22841,6,36,54,41
36425,product-34650,6,53,58,70
36426,product-22334,6,31,45,9
36427,product-11551,6,16,38,0
36428,product-1912,6,10,69,30
36429,product-24260,6,55,61,37
36430,product-23981,6,27,60,34
36431,product-17559,6,30,46,13
36432,product-32806,6,79,52,0
36433,product-23978,6,53,60,39
36434,product-11736,6,33,54,16
36435,product-23180,6,38,48,15
36436,product-26919,6,38,68,37
36437,product-10721,6,72,48,14
36438,product-7618,6,88,69,8
36439,product-3988,6,21,41,4
36440,product-15415,6,29,62,3
36441,product-25119,6,96,60,41
36442,product-31944,6,34,69,39
36443,product-12495,6,16,52,0
36444,product-18571,6,28,46,2
36445,product-29804,6,9,58,35
36446,product-17793,6,33,47,18
36447,product-30627,6,19,43,11
36448,product-106612,8,26,44,29
36449,product-87866,8,26,45,0
36450,product-52044,8,75,60,43
36451,product-148210,8,52,70,2
36452,product-31908,8,28,70,37
36453,product-356695,8,56,65,19
36454,product-51219,8,57,54,2
36455,product-331588,8,40,69,24
36456,product-173531,8,80,58,6
36457,product-96263,8,24,46,22
36458,product-148381,8,62,71,2
36459,product-137019,8,34,60,5
36460,product-137115,8,64,72,38
36461,product-265187,8,58,78,73
36462,product-339092,8,20,52,9
36463,product-212982,8,30,35,16
36464,product-390142,8,52,36,4
36465,product-118082,8,11,69,38
36466,product-51530,8,58,46,9
36467,product-243687,8,40,63,13
36468,product-52097,8,97,51,11
36469,product-303883,8,9,57,43
36470,product-125991,8,41,62,0
36471,product-125990,8,40,62,0
36472,product-264413,8,25,41,17
36473,product-243684,8,20,64,15
36474,product-212914,8,75,49,52
36475,product-289496,8,18,44,15
36476,product-243231,8,40,34,0
36477,product-242796,8,18,59,2
36478,product-137109,8,67,71,26
36479,product-51631,8,45,60,37
36480,product-52095,8,14,51,9
36481,product-152543,8,29,62,2
36482,product-51656,8,25,53,2
36483,product-125606,8,39,61,9
36484,product-303692,8,92,65,24
36485,product-303667,8,36,65,35
36486,product-125989,8,40,62,2
36487,product-148374,8,81,72,17
36488,product-173173,8,80,58,4
36489,product-87854,8,39,51,17
36490,product-323000,8,39,61,2
36491,product-125984,8,49,63,2
36492,product-117967,8,12,59,2
36493,product-152350,8,27,61,20
36494,product-125983,8,49,63,2
36495,product-15496,8,70,49,12
36496,product-125987,8,41,62,2
36497,product-322999,8,40,61,0
36498,product-142297,8,9,65,4
36499,product-243207,8,92,37,3
36500,product-243667,8,75,63,9
36501,product-9457,8,32,47,6
36502,product-390458,8,10,48,26
36503,product-117976,8,14,58,20
36504,product-23444,8,31,53,18
36505,product-51198,8,19,60,33
36506,product-212941,8,32,41,3
36507,product-52064,8,64,57,12
36508,product-125782,8,38,63,2
36509,product-29407,8,17,43,17
36510,product-52065,8,42,57,13
36511,product-52061,8,17,57,2
36512,product-264868,8,41,59,76
36513,product-87598,8,36,51,7
36514,product-212939,8,27,41,6
36515,product-87724,8,94,51,0
36516,product-51648,8,94,56,9
36517,product-212936,8,22,42,9
36518,product-152348,8,21,61,17
36519,product-117972,8,20,58,13
36520,product-117970,8,20,58,9
36521,product-106599,8,17,49,22
36522,product-373742,8,31,71,51
36523,product-289596,8,98,61,35
36524,product-264867,8,47,59,75
36525,product-117982,8,35,56,13
36526,product-265158,8,62,69,38
36527,product-27372,8,15,53,17
36528,product-348814,8,99,67,35
36529,product-142383,8,92,71,18
36530,product-212027,8,92,56,26
36531,product-243678,8,86,63,2
36532,product-52085,8,10,52,0
36533,product-51527,8,44,46,9
36534,product-70444,8,29,46,16
36535,product-2830,8,11,22,0
36536,product-51654,8,26,53,0
36537,product-125975,8,36,64,6
36538,product-52046,8,61,60,39
36539,product-356677,8,75,64,3
36540,product-148327,8,28,59,10
36541,product-304126,8,25,67,35
36542,product-87604,8,14,51,18
36543,product-70445,8,14,46,18
36544,product-118105,8,90,64,8
36545,product-87592,8,33,50,2
36546,product-243672,8,36,63,2
36547,product-142307,8,73,67,6
36548,product-125979,8,38,63,4
36549,product-212930,8,24,43,20
36550,product-373734,8,99,75,49
36551,product-212064,8,30,60,3
36552,product-152347,8,20,61,15
36553,product-303944,8,70,65,41
36554,product-322993,8,24,62,0
36555,product-142382,8,93,71,16
36556,product-70446,8,17,45,20
36557,product-212928,8,19,43,25
36558,product-356696,8,44,65,21
36559,product-52082,8,41,52,0
36560,product-265188,8,54,78,72
36561,product-212000,8,26,59,2
36562,product-106611,8,24,44,30
36563,product-87581,8,21,54,34
36564,product-118261,8,30,64,6
36565,product-15516,8,31,47,37
36566,product-110667,8,12,48,0
36567,product-137122,8,35,71,27
36568,product-137245,8,12,64,9
36569,product-212569,8,19,43,18
36570,product-125804,8,38,61,8
36571,product-126012,8,10,57,30
36572,product-125803,8,39,61,7
36573,product-51121,8,12,34,13
36574,product-126013,8,97,57,30
36575,product-211946,8,89,60,2
36576,product-212572,8,20,43,14
36577,product-137246,8,15,64,6
36578,product-87900,8,94,45,15
36579,product-70367,8,29,54,17
36580,product-51119,8,16,34,13
36581,product-137252,8,92,64,11
36582,product-137123,8,35,71,26
36583,product-192242,8,29,52,3
36584,product-192638,8,42,55,13
36585,product-96231,8,84,50,30
36586,product-192637,8,42,55,13
36587,product-9419,8,97,69,3
36588,product-243744,8,9,67,58
36589,product-106527,8,29,58,24
36590,product-390482,8,25,41,13
36591,product-52177,8,93,37,16
36592,product-192251,8,99,52,14
36593,product-106725,8,41,57,18
36594,product-96229,8,30,50,31
36595,product-125801,8,41,61,6
36596,product-243746,8,11,67,54
36597,product-390094,8,14,39,2
36598,product-390093,8,15,39,3
36599,product-373831,8,28,70,50
36600,product-163159,8,12,47,24
36601,product-118260,8,38,64,9
36602,product-290038,8,84,72,0
36603,product-390365,8,69,49,21
36604,product-52187,8,11,63,11
36605,product-21683,8,34,57,22
36606,product-137119,8,34,72,32
36607,product-212623,8,44,76,30
36608,product-320389,8,47,61,20
36609,product-137253,8,96,64,13
36610,product-339076,8,70,55,4
36611,product-192647,8,29,53,9
36612,product-70772,8,86,54,18
36613,product-242724,8,19,78,32
36614,product-373378,8,10,70,58
36615,product-339337,8,86,66,6
36616,product-339338,8,88,66,9
36617,product-51565,8,28,36,10
36618,product-87906,8,9,44,17
36619,product-243158,8,10,59,3
36620,product-390497,8,36,27,0
36621,product-31793,8,12,59,53
36622,product-87907,8,24,43,18
36623,product-52221,8,28,53,18
36624,product-243153,8,20,61,3
36625,product-125563,8,52,66,13
36626,product-243152,8,19,61,5
36627,product-126024,8,25,58,23
36628,product-125561,8,62,66,14
36629,product-125812,8,11,60,18
36630,product-21829,8,93,34,21
36631,product-126027,8,41,58,20
36632,product-110674,8,42,62,19
36633,product-125815,8,12,57,28
36634,product-106528,8,28,57,23
36635,product-51577,8,22,64,8
36636,product-290042,8,70,72,5
36637,product-52205,8,33,54,0
36638,product-96233,8,15,50,30
36639,product-212574,8,21,42,7
36640,product-106526,8,27,58,23
36641,product-52207,8,27,53,2
36642,product-52208,8,28,53,0
36643,product-356678,8,75,64,4
36644,product-373054,8,15,75,42
36645,product-212577,8,25,41,3
36646,product-373053,8,28,75,40
36647,product-399,8,11,45,0
36648,product-303656,8,80,65,46
36649,product-152335,8,28,61,2
36650,product-52214,8,42,53,10
36651,product-110594,8,89,56,2
36652,product-212580,8,41,41,0
36653,product-96235,8,26,50,29
36654,product-390489,8,9,40,13
36655,product-373051,8,26,75,35
36656,product-21746,8,33,49,5
36657,product-21745,8,31,49,6
36658,product-126021,8,97,59,29
36659,product-27371,8,16,53,15
36660,product-373063,8,89,71,61
36661,product-242752,8,29,69,18
36662,product-264352,8,58,59,76
36663,product-212531,8,93,52,27
36664,product-14849,8,31,33,15
36665,product-148289,8,40,69,8
36666,product-117959,8,14,60,15
36667,product-264351,8,64,59,75
36668,product-15999,8,21,39,6
36669,product-15998,8,28,39,6
36670,product-52126,8,42,46,11
36671,product-31989,8,45,55,27
36672,product-106610,8,23,44,30
36673,product-125997,8,38,61,4
36674,product-264866,8,55,59,74
36675,product-9435,8,52,77,8
36676,product-373071,8,41,59,9
36677,product-52131,8,41,46,4
36678,product-137116,8,62,72,37
36679,product-96252,8,45,48,21
36680,product-52132,8,45,46,3
36681,product-125595,8,44,62,2
36682,product-96222,8,89,51,18
36683,product-264353,8,48,59,77
36684,product-212530,8,85,51,26
36685,product-264362,8,36,58,67
36686,product-265189,8,56,78,72
36687,product-87871,8,88,45,4
36688,product-29377,8,66,43,6
36689,product-125604,8,41,61,9
36690,product-242791,8,27,61,5
36691,product-303666,8,34,65,35
36692,product-265190,8,56,78,72
36693,product-106600,8,16,49,23
36694,product-125830,8,41,58,20
36695,product-142384,8,88,71,20
36696,product-70428,8,33,50,15
36697,product-70427,8,44,50,14
36698,product-110664,8,22,48,0
36699,product-137240,8,84,65,12
36700,product-23433,8,24,54,43
36701,product-212528,8,72,51,23
36702,product-265191,8,53,78,71
36703,product-21736,8,9,52,22
36704,product-212529,8,78,51,24
36705,product-264363,8,50,57,66
36706,product-265192,8,53,78,71
36707,product-125594,8,44,62,2
36708,product-52139,8,59,45,2
36709,product-118244,8,21,69,44
36710,product-31805,8,20,56,32
36711,product-95995,8,15,51,32
36712,product-106530,8,26,57,22
36713,product-243190,8,26,41,8
36714,product-15995,8,16,40,9
36715,product-106723,8,30,57,20
36716,product-303664,8,53,65,37
36717,product-323065,8,21,60,3
36718,product-390478,8,26,42,12
36719,product-243189,8,12,42,8
36720,product-404,8,17,45,39
36721,product-192252,8,97,52,15
36722,product-348694,8,28,67,26
36723,product-70383,8,58,57,30
36724,product-162973,8,10,59,47
36725,product-373066,8,61,60,11
36726,product-162972,8,15,59,51
36727,product-212556,8,82,49,57
36728,product-125798,8,28,61,6
36729,product-173097,8,88,40,2
36730,product-152340,8,83,60,4
36731,product-243739,8,36,68,55
36732,product-373067,8,38,60,10
36733,product-125799,8,34,61,6
36734,product-125794,8,42,62,2
36735,product-162976,8,28,49,24
36736,product-23430,8,26,55,39
36737,product-125792,8,41,62,0
36738,product-110666,8,15,48,0
36739,product-125999,8,41,61,4
36740,product-125793,8,41,62,0
36741,product-118247,8,9,69,40
36742,product-12065,8,9,50,0
36743,product-96003,8,25,50,31
36744,product-126000,8,40,61,5
36745,product-106721,8,35,57,21
36746,product-303939,8,53,65,47
36747,product-70399,8,22,55,17
36748,product-126001,8,36,61,6
36749,product-192626,8,31,56,15
36750,product-26529,8,16,51,20
36751,product-23461,8,25,49,0
36752,product-95998,8,86,50,32
36753,product-192255,8,89,52,20
36754,product-243731,8,66,68,50
36755,product-289565,8,88,53,0
36756,product-264865,8,59,59,73
36757,product-95996,8,15,51,33
36758,product-242853,8,95,37,2
36759,product-339194,8,31,57,5
36760,product-303701,8,52,67,24
36761,product-264471,8,11,63,0
36762,product-87804,8,21,53,0
36763,product-331662,8,48,63,4
36764,product-289702,8,16,76,44
36765,product-243358,8,52,63,2
36766,product-51447,8,52,52,2
36767,product-70909,8,72,40,13
36768,product-163243,8,99,69,13
36769,product-163322,8,66,52,6
36770,product-21730,8,9,53,28
36771,product-70911,8,39,40,15
36772,product-152497,8,18,72,12
36773,product-125689,8,18,54,13
36774,product-320426,8,64,49,2
36775,product-320425,8,76,49,3
36776,product-51353,8,73,34,13
36777,product-373625,8,94,83,34
36778,product-51895,8,22,50,14
36779,product-148338,8,14,58,9
36780,product-51896,8,14,50,14
36781,product-51898,8,41,50,17
36782,product-243005,8,43,63,4
36783,product-264472,8,16,62,0
36784,product-31859,8,16,44,10
36785,product-289832,8,50,43,2
36786,product-243009,8,94,63,18
36787,product-192085,8,99,20,2
36788,product-264973,8,16,65,7
36789,product-27381,8,17,52,27
36790,product-106636,8,14,55,0
36791,product-137165,8,64,71,31
36792,product-243360,8,57,63,3
36793,product-70904,8,80,40,13
36794,product-51866,8,11,53,0
36795,product-51439,8,36,54,0
36796,product-289839,8,88,42,2
36797,product-51868,8,29,53,0
36798,product-51869,8,32,53,0
36799,product-303742,8,71,73,8
36800,product-264925,8,36,41,21
36801,product-264924,8,38,41,20
36802,product-339112,8,78,58,28
36803,product-243359,8,47,63,2
36804,product-15506,8,12,49,33
36805,product-87797,8,27,57,15
36806,product-192448,8,91,25,2
36807,product-320473,8,86,63,23
36808,product-331723,8,90,70,38
36809,product-125686,8,21,54,17
36810,product-118132,8,19,58,13
36811,product-242998,8,94,63,6
36812,product-335484,8,83,67,0
36813,product-163158,8,91,47,26
36814,product-212229,8,12,41,2
36815,product-87632,8,91,46,15
36816,product-212228,8,11,41,3
36817,product-264990,8,58,62,3
36818,product-323026,8,57,60,19
36819,product-125676,8,26,55,22
36820,product-125862,8,19,56,22
36821,product-373640,8,99,71,52
36822,product-348733,8,88,76,21
36823,product-70930,8,99,65,15
36824,product-18540,8,20,50,36
36825,product-163048,8,71,55,21
36826,product-51328,8,49,45,19
36827,product-314971,8,49,62,5
36828,product-314972,8,51,62,6
36829,product-51735,8,51,45,7
36830,product-125925,8,91,67,34
36831,product-137053,8,10,64,11
36832,product-29396,8,70,43,15
36833,product-110563,8,44,64,26
36834,product-264453,8,21,66,4
36835,product-390399,8,64,55,22
36836,product-323035,8,80,58,14
36837,product-125863,8,19,55,24
36838,product-125684,8,20,54,20
36839,product-21731,8,14,53,27
36840,product-148337,8,9,58,8
36841,product-118130,8,20,58,9
36842,product-125683,8,20,54,22
36843,product-289343,8,51,61,0
36844,product-320420,8,69,49,2
36845,product-137060,8,97,64,8
36846,product-51347,8,10,36,8
36847,product-142337,8,40,60,6
36848,product-323036,8,75,58,15
36849,product-4035,8,44,39,0
36850,product-51909,8,35,50,19
36851,product-125682,8,19,55,22
36852,product-125916,8,14,69,39
36853,product-21732,8,16,53,26
36854,product-18537,8,16,51,40
36855,product-21779,8,15,45,13
36856,product-137149,8,69,68,7
36857,product-110561,8,23,64,27
36858,product-303835,8,27,67,31
36859,product-348735,8,46,76,21
36860,product-142470,8,33,71,34
36861,product-320403,8,52,61,46
36862,product-264642,8,61,69,34
36863,product-125734,8,14,67,32
36864,product-264634,8,66,69,46
36865,product-125885,8,16,53,9
36866,product-118136,8,9,58,21
36867,product-373585,8,81,73,31
36868,product-390386,8,15,41,12
36869,product-390275,8,89,47,18
36870,product-142418,8,20,68,19
36871,product-243368,8,30,64,13
36872,product-142424,8,14,68,13
36873,product-31876,8,94,42,2
36874,product-137154,8,77,69,9
36875,product-243389,8,52,65,22
36876,product-148352,8,89,46,9
36877,product-142414,8,23,69,19
36878,product-348789,8,58,71,51
36879,product-212336,8,18,63,8
36880,product-118149,8,23,55,16
36881,product-96134,8,99,65,40
36882,product-118150,8,23,55,16
36883,product-125716,8,21,70,39
36884,product-125715,8,27,70,41
36885,product-243025,8,65,64,11
36886,product-142417,8,20,68,19
36887,product-137153,8,76,69,8
36888,product-373582,8,83,73,29
36889,product-289708,8,47,61,2
36890,product-212735,8,99,54,3
36891,product-264948,8,10,37,28
36892,product-125727,8,92,67,35
36893,product-14841,8,18,35,10
36894,product-29387,8,18,42,18
36895,product-6151,8,88,74,3
36896,product-192125,8,22,54,2
36897,product-14840,8,99,35,6
36898,product-87659,8,36,43,20
36899,product-125713,8,49,70,37
36900,product-125879,8,22,54,15
36901,product-51423,8,85,60,39
36902,product-243378,8,51,63,7
36903,product-23435,8,94,54,38
36904,product-192115,8,86,67,3
36905,product-96143,8,14,63,21
36906,product-173251,8,18,52,17
36907,product-163267,8,32,49,22
36908,product-192114,8,90,67,4
36909,product-142416,8,20,68,19
36910,product-173250,8,99,53,17
36911,product-163258,8,17,59,50
36912,product-142429,8,22,67,3
36913,product-243367,8,41,63,14
36914,product-125732,8,92,68,39
36915,product-51771,8,12,34,18
36916,product-142355,8,14,59,14
36917,product-348907,8,15,69,33
36918,product-142353,8,93,59,9
36919,product-51853,8,20,57,5
36920,product-304009,8,72,68,7
36921,product-87653,8,86,44,12
36922,product-348772,8,94,65,10
36923,product-192358,8,65,21,10
36924,product-51385,8,59,55,11
36925,product-243419,8,18,67,60
36926,product-289704,8,14,76,47
36927,product-314839,8,58,72,3
36928,product-29368,8,21,44,0
36929,product-148245,8,18,70,15
36930,product-51856,8,19,56,0
36931,product-51438,8,16,54,0
36932,product-106640,8,31,55,5
36933,product-51858,8,90,56,11
36934,product-152383,8,9,56,46
36935,product-51861,8,9,56,9
36936,product-264641,8,64,69,35
36937,product-96321,8,39,53,0
36938,product-125735,8,15,67,30
36939,product-243418,8,11,68,60
36940,product-51432,8,17,57,5
36941,product-125892,8,14,51,23
36942,product-51426,8,12,58,16
36943,product-125877,8,22,54,19
36944,product-264580,8,94,56,0
36945,product-243402,8,68,68,49
36946,product-137074,8,9,62,22
36947,product-51396,8,9,53,2
36948,product-212763,8,51,60,7
36949,product-148354,8,79,47,13
36950,product-314964,8,39,63,3
36951,product-243365,8,75,64,15
36952,product-243404,8,35,68,52
36953,product-264576,8,64,56,8
36954,product-125876,8,22,54,21
36955,product-125875,8,22,55,20
36956,product-373590,8,79,74,37
36957,product-163095,8,16,51,6
36958,product-142357,8,29,58,18
36959,product-212764,8,36,60,8
36960,product-314838,8,51,72,2
36961,product-243018,8,44,63,11
36962,product-152386,8,9,55,35
36963,product-243405,8,36,68,52
36964,product-323002,8,38,61,3
36965,product-87820,8,32,54,27
36966,product-137052,8,94,65,11
36967,product-323003,8,40,61,4
36968,product-390180,8,56,36,9
36969,product-265130,8,71,65,34
36970,product-390178,8,44,36,4
36971,product-51257,8,30,51,0
36972,product-431,8,30,53,15
36973,product-118119,8,12,60,14
36974,product-148221,8,22,72,21
36975,product-304075,8,33,69,36
36976,product-5194,8,64,78,62
36977,product-87681,8,46,34,0
36978,product-152529,8,19,67,2
36979,product-142508,8,20,65,23
36980,product-13726,8,9,56,17
36981,product-314874,8,89,75,32
36982,product-51251,8,28,51,2
36983,product-390433,8,19,41,14
36984,product-118198,8,36,61,6
36985,product-110525,8,86,57,2
36986,product-331655,8,71,66,17
36987,product-25045,8,59,56,5
36988,product-265126,8,62,63,31
36989,product-51682,8,98,51,2
36990,product-125954,8,56,66,11
36991,product-125953,8,58,66,10
36992,product-87831,8,12,53,18
36993,product-242874,8,41,34,0
36994,product-27373,8,22,53,19
36995,product-148226,8,15,71,32
36996,product-125949,8,32,66,12
36997,product-51272,8,52,51,14
36998,product-339263,8,39,58,3
36999,product-51271,8,65,51,13
37000,product-148334,8,14,58,3
37001,product-428,8,75,53,9
37002,product-243079,8,89,77,27
37003,product-14831,8,28,39,18
37004,product-142505,8,19,67,10
37005,product-106595,8,90,49,18
37006,product-142324,8,15,67,10
37007,product-125951,8,35,66,10
37008,product-142323,8,14,67,8
37009,product-212881,8,61,50,17
37010,product-125952,8,60,66,9
37011,product-51684,8,93,51,2
37012,product-51683,8,92,51,2
37013,product-142507,8,21,65,24
37014,product-51270,8,71,51,12
37015,product-96266,8,36,46,21
37016,product-51249,8,49,51,2
37017,product-70503,8,33,40,9
37018,product-437,8,78,55,15
37019,product-137027,8,16,60,11
37020,product-52019,8,66,52,11
37021,product-118114,8,9,60,0
37022,product-52020,8,59,53,13
37023,product-148331,8,25,59,3
37024,product-117986,8,23,55,14
37025,product-51229,8,53,53,4
37026,product-29405,8,76,43,13
37027,product-331612,8,98,54,8
37028,product-264873,8,15,58,71
37029,product-243624,8,12,61,0
37030,product-331610,8,83,55,6
37031,product-243237,8,28,34,2
37032,product-192535,8,94,54,2
37033,product-125778,8,36,64,4
37034,product-51660,8,18,52,0
37035,product-137025,8,10,60,11
37036,product-96388,8,29,57,14
37037,product-390147,8,55,36,8
37038,product-390146,8,51,36,7
37039,product-265149,8,69,68,44
37040,product-289640,8,99,69,55
37041,product-243071,8,98,66,38
37042,product-137028,8,15,60,9
37043,product-265147,8,21,68,43
37044,product-265137,8,75,66,37
37045,product-125635,8,41,58,21
37046,product-96384,8,16,59,21
37047,product-125842,8,27,55,4
37048,product-125963,8,31,64,7
37049,product-70817,8,24,51,2
37050,product-303703,8,61,67,26
37051,product-212486,8,28,55,7
37052,product-243263,8,50,34,29
37053,product-52012,8,28,53,13
37054,product-137029,8,12,60,7
37055,product-323063,8,21,61,7
37056,product-31828,8,88,53,16
37057,product-106543,8,26,51,0
37058,product-320469,8,10,62,20
37059,product-117987,8,23,55,14
37060,product-331613,8,89,54,9
37061,product-323064,8,21,60,5
37062,product-137137,8,11,68,2
37063,product-17371,8,96,37,10
37064,product-265146,8,11,69,43
37065,product-70493,8,22,42,29
37066,product-192524,8,88,68,2
37067,product-21774,8,29,46,15
37068,product-51690,8,17,50,13
37069,product-137141,8,72,67,18
37070,product-242920,8,31,35,26
37071,product-31936,8,41,69,55
37072,product-264654,8,66,70,31
37073,product-21715,8,52,55,38
37074,product-70688,8,11,42,26
37075,product-51307,8,59,46,5
37076,product-163338,8,83,55,20
37077,product-118128,8,15,59,4
37078,product-289481,8,73,42,2
37079,product-51945,8,46,45,9
37080,product-243067,8,28,67,51
37081,product-265057,8,72,43,0
37082,product-125754,8,35,66,12
37083,product-163043,8,62,54,11
37084,product-265093,8,93,56,9
37085,product-51299,8,96,46,3
37086,product-163339,8,82,55,21
37087,product-87821,8,61,54,29
37088,product-243068,8,23,67,49
37089,product-373200,8,9,72,8
37090,product-303955,8,52,65,37
37091,product-70683,8,56,43,14
37092,product-106688,8,28,64,22
37093,product-242921,8,28,35,24
37094,product-70682,8,70,43,13
37095,product-243049,8,56,68,54
37096,product-348793,8,18,71,53
37097,product-87630,8,96,46,13
37098,product-243054,8,41,68,55
37099,product-314973,8,57,62,6
37100,product-331624,8,99,56,7
37101,product-125745,8,22,67,18
37102,product-31942,8,38,69,43
37103,product-70681,8,96,43,11
37104,product-314974,8,61,62,6
37105,product-106689,8,28,64,24
37106,product-125669,8,14,55,24
37107,product-289336,8,16,76,46
37108,product-125930,8,94,68,40
37109,product-21771,8,26,46,17
37110,product-51940,8,55,45,4
37111,product-125932,8,16,67,32
37112,product-125933,8,18,67,30
37113,product-31939,8,41,69,49
37114,product-51941,8,47,45,5
37115,product-31937,8,45,69,53
37116,product-51472,8,15,51,0
37117,product-51318,8,47,46,13
37118,product-51297,8,20,46,5
37119,product-106690,8,31,64,24
37120,product-125757,8,59,66,13
37121,product-289855,8,11,44,17
37122,product-303952,8,38,65,37
