ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
2405,product-208239,2,53,59,17,23,44,86,94,62
2406,product-88852,2,53,55,16,29,51,86,94,62
2407,product-90012,2,53,51,0,22,71,86,94,62
2408,product-86151,2,53,34,13,22,9,86,94,62
2409,product-85249,2,53,52,33,28,39,86,94,62
2410,product-27446,2,53,43,7,22,27,86,94,62
2411,product-272450,2,53,70,74,40,29,86,94,62
2412,product-77361,2,53,48,34,30,26,86,94,62
2413,product-306538,2,53,62,2,22,10,86,94,62
2414,product-83389,2,53,52,29,30,35,86,94,62
2415,product-287239,2,53,64,5,23,33,86,94,62
2416,product-84801,2,53,42,0,22,10,86,94,62
2417,product-109427,2,53,63,30,26,73,86,94,62
2418,product-112917,2,53,57,27,25,38,86,94,62
2419,product-133414,2,53,58,11,22,48,86,94,62
2420,product-137353,2,53,68,12,21,85,86,94,62
2421,product-134538,2,53,67,2,22,82,86,94,62
2422,product-133330,2,53,67,11,24,82,86,94,62
2423,product-14636,2,53,40,26,22,19,86,94,62
2424,product-148414,2,53,72,13,28,77,86,94,62
2425,product-40584,2,53,48,9,26,29,86,94,62
2426,product-133767,2,53,58,5,22,47,86,94,62
2427,product-134920,2,53,69,12,24,82,86,94,62
2428,product-131862,2,53,66,28,32,58,86,94,62
2429,product-145317,2,53,72,17,22,79,86,94,62
2430,product-34729,2,53,48,9,25,39,86,94,62
2431,product-138452,2,53,71,32,28,72,86,94,62
2432,product-160362,2,53,56,23,29,24,86,94,62
2433,product-228188,2,55,63,45,30,31,86,94,62
2434,product-319031,2,55,49,8,23,9,86,94,62
2435,product-69800,2,55,54,2,23,55,86,94,62
2436,product-67251,2,55,56,24,27,55,86,94,62
2437,product-315872,2,55,63,2,22,31,86,94,62
2438,product-121757,2,55,60,2,22,40,86,94,62
2439,product-314220,2,55,59,13,22,10,86,94,62
2440,product-203333,2,55,58,0,22,32,86,94,62
2441,product-98981,2,55,52,21,30,39,86,94,62
2442,product-205427,2,55,59,32,30,46,86,94,62
2443,product-55963,2,55,52,38,29,54,86,94,62
2444,product-57053,2,55,58,8,28,70,86,94,62
2445,product-56995,2,55,53,7,22,58,86,94,62
2446,product-74439,2,55,37,5,22,6,86,94,62
2447,product-280662,2,55,76,30,26,16,86,94,62
2448,product-85506,2,55,52,32,28,39,86,94,62
2449,product-285444,2,55,59,32,35,44,86,94,62
2450,product-282458,2,55,47,13,28,24,86,94,62
2451,product-263503,2,55,60,19,22,21,86,94,62
2452,product-7640,2,55,72,14,25,87,86,94,62
2453,product-276726,2,55,75,25,26,12,86,94,62
2454,product-93083,2,55,48,11,24,35,86,94,62
2455,product-77188,2,55,38,2,23,12,86,94,62
2456,product-236288,2,55,62,21,26,36,86,94,62
2457,product-232439,2,55,61,0,22,32,86,94,62
2458,product-28020,2,55,43,14,23,28,86,94,62
2459,product-111108,2,55,59,17,31,58,86,94,62
2460,product-27726,2,55,43,14,23,29,86,94,62
2461,product-287882,2,55,64,17,30,18,86,94,62
2462,product-240043,2,55,63,24,25,29,86,94,62
2463,product-80092,2,55,46,20,27,21,86,94,62
2464,product-112027,2,55,58,0,22,71,86,94,62
2465,product-111681,2,55,58,2,22,71,86,94,62
2466,product-241896,2,55,67,60,31,18,86,94,62
2467,product-162232,2,55,53,0,22,20,86,94,62
2468,product-366155,2,55,54,0,22,27,86,94,62
2469,product-367265,2,55,78,19,28,14,86,94,62
2470,product-139771,2,55,69,0,22,78,86,94,62
2471,product-132963,2,55,67,13,25,82,86,94,62
2472,product-353285,2,55,67,19,27,16,86,94,62
2473,product-134185,2,55,68,23,23,83,86,94,62
2474,product-47825,2,55,48,0,22,36,86,94,62
2475,product-133857,2,55,68,27,26,83,86,94,62
2476,product-359258,2,55,65,32,30,4,86,94,62
2477,product-139034,2,55,71,26,27,70,86,94,62
2478,product-138844,2,55,71,29,27,71,86,94,62
2479,product-46772,2,55,54,39,30,48,86,94,62
2480,product-132459,2,55,60,2,22,54,86,94,62
2481,product-360559,2,55,65,40,31,3,86,94,62
2482,product-360605,2,55,67,15,22,12,86,94,62
2483,product-228187,2,57,63,43,30,31,86,94,62
2484,product-4696,2,57,39,29,34,22,86,94,62
2485,product-335184,2,57,67,4,23,20,86,94,62
2486,product-54092,2,57,45,13,23,34,86,94,62
2487,product-202559,2,57,58,35,34,39,86,94,62
2488,product-338198,2,57,58,22,21,36,86,94,62
2489,product-53221,2,57,45,12,23,38,86,94,62
2490,product-211538,2,57,51,27,30,15,86,94,62
2491,product-210762,2,57,58,11,21,46,86,94,62
2492,product-209703,2,57,59,11,22,44,86,94,62
2493,product-11990,2,57,38,0,22,12,86,94,62
2494,product-322440,2,57,62,32,26,7,86,94,62
2495,product-284818,2,57,46,0,22,25,86,94,62
2496,product-25914,2,57,49,0,22,81,86,94,62
2497,product-269265,2,57,68,30,30,11,86,94,62
2498,product-95524,2,57,46,28,24,25,86,94,62
2499,product-257282,2,57,35,30,24,16,86,94,62
2500,product-301971,2,57,56,29,30,27,86,94,62
2501,product-78500,2,57,59,26,30,73,86,94,62
2502,product-24259,2,57,61,35,16,87,86,94,62
2503,product-245571,2,57,62,3,23,24,86,94,62
2504,product-238191,2,57,64,24,27,31,86,94,62
2505,product-239300,2,57,63,14,24,28,86,94,62
2506,product-49250,2,57,53,24,26,54,86,94,62
2507,product-187855,2,57,54,6,24,18,86,94,62
2508,product-161469,2,57,8,0,22,7,86,94,62
2509,product-163617,2,57,54,5,24,30,86,94,62
2510,product-382349,2,57,54,21,34,29,86,94,62
2511,product-41931,2,57,51,19,25,42,86,94,62
2512,product-373740,2,57,71,50,21,25,86,94,62
2513,product-41707,2,57,54,13,25,55,86,94,62
2514,product-146424,2,57,68,16,21,66,86,94,62
2515,product-70910,2,59,40,14,23,8,86,94,63
2516,product-121953,2,59,59,2,22,40,86,94,63
2517,product-122541,2,59,66,7,22,71,86,94,63
2518,product-315967,2,59,72,6,22,64,86,94,63
2519,product-202797,2,59,55,8,23,17,86,94,63
2520,product-205683,2,59,54,0,22,25,86,94,63
2521,product-127580,2,59,61,30,25,46,86,94,63
2522,product-105309,2,59,59,35,32,62,86,94,63
2523,product-105559,2,59,52,18,29,47,86,94,63
2524,product-256038,2,59,75,7,23,38,86,94,63
2525,product-108387,2,59,56,3,23,80,86,94,63
2526,product-98778,2,59,46,2,22,31,86,94,63
2527,product-98663,2,59,61,0,22,70,86,94,63
2528,product-264869,2,59,59,77,53,40,86,94,63
2529,product-261041,2,59,63,27,30,17,86,94,63
2530,product-7253,2,59,27,0,22,14,86,94,63
2531,product-78273,2,59,59,26,29,73,86,94,63
2532,product-237266,2,59,40,32,38,10,86,94,63
2533,product-78012,2,59,64,46,26,51,86,94,63
2534,product-72933,2,59,41,30,21,13,86,94,63
2535,product-307373,2,59,61,35,31,23,86,94,63
2536,product-111039,2,59,57,0,22,76,86,94,63
2537,product-246605,2,59,30,0,22,12,86,94,63
2538,product-27740,2,59,43,11,22,21,86,94,63
2539,product-80823,2,59,44,14,25,20,86,94,63
2540,product-28295,2,59,43,11,22,27,86,94,63
2541,product-111853,2,59,58,0,22,71,86,94,63
2542,product-9591,2,59,55,24,33,48,86,94,63
2543,product-17115,2,59,40,0,22,22,86,94,63
2544,product-186461,2,59,22,9,31,18,86,94,63
2545,product-49586,2,59,47,30,38,25,86,94,63
2546,product-376804,2,59,66,11,23,62,86,94,63
2547,product-45459,2,59,54,30,26,53,86,94,63
2548,product-47841,2,59,48,23,25,31,86,94,63
2549,product-144579,2,59,60,28,29,18,86,94,63
2550,product-52141,2,59,45,2,22,34,86,94,63
2551,product-145117,2,59,72,19,24,79,86,94,63
2552,product-176309,2,59,16,15,35,8,86,94,63
2553,product-21997,2,62,48,0,22,75,85,94,63
2554,product-121525,2,62,67,30,28,66,85,94,63
2555,product-70907,2,62,40,11,22,9,86,94,62
2556,product-218636,2,62,58,18,23,19,86,94,62
2557,product-64218,2,62,59,55,39,81,85,94,63
2558,product-218710,2,62,60,37,33,36,85,94,63
2559,product-316863,2,62,48,14,22,12,85,94,63
2560,product-217448,2,62,59,15,24,19,85,94,63
2561,product-63607,2,62,53,21,23,58,85,94,63
2562,product-29248,2,62,57,48,33,81,85,94,63
2563,product-62457,2,62,42,35,33,13,85,94,63
2564,product-21643,2,62,63,27,22,91,85,94,63
2565,product-62143,2,62,59,60,27,82,85,94,63
2566,product-29265,2,62,59,50,45,85,85,94,63
2567,product-318295,2,62,49,12,23,10,85,94,63
2568,product-29309,2,62,58,44,45,75,85,94,63
2569,product-217644,2,62,55,54,55,7,85,94,63
2570,product-217645,2,62,55,55,39,7,85,94,63
2571,product-318374,2,62,68,23,28,35,85,94,63
2572,product-308550,2,62,59,52,26,19,85,94,63
2573,product-308653,2,62,62,4,23,30,85,94,63
2574,product-125477,2,62,55,29,23,19,85,94,63
2575,product-221510,2,62,58,21,27,27,85,94,63
2576,product-68870,2,62,39,11,21,6,85,94,63
2577,product-122767,2,62,66,9,22,71,85,94,63
2578,product-124010,2,62,66,15,23,69,85,94,63
2579,product-315339,2,62,62,4,22,15,85,94,63
2580,product-315251,2,62,75,30,38,45,85,94,63
2581,product-124212,2,62,66,19,23,69,85,94,63
2582,product-227255,2,62,62,25,25,37,86,94,62
2583,product-227156,2,62,69,35,27,19,85,94,63
2584,product-221098,2,62,60,3,22,41,85,94,63
2585,product-313836,2,62,59,15,21,10,85,94,63
2586,product-226987,2,62,48,15,25,15,85,94,63
2587,product-226986,2,62,48,16,25,15,86,94,62
2588,product-66323,2,62,46,14,24,29,86,94,62
2589,product-220931,2,62,36,22,29,9,85,94,63
2590,product-54438,2,62,60,22,32,81,85,94,63
2591,product-129178,2,62,67,24,26,83,85,94,63
2592,product-336327,2,62,66,13,22,18,85,94,63
2593,product-129417,2,62,67,24,26,83,85,94,63
2594,product-55171,2,62,45,23,27,35,86,94,62
2595,product-128456,2,62,59,15,25,30,85,94,63
2596,product-12833,2,62,46,26,37,40,85,94,63
2597,product-204005,2,62,55,7,24,22,86,94,62
2598,product-13308,2,62,46,32,37,40,85,94,63
2599,product-340756,2,62,59,37,37,42,85,94,63
2600,product-130535,2,62,66,16,25,81,85,94,63
2601,product-52252,2,62,60,37,31,81,85,94,63
2602,product-52388,2,62,37,18,21,14,86,94,62
2603,product-52469,2,62,60,37,31,81,85,94,63
2604,product-341459,2,62,65,0,22,20,86,94,62
2605,product-53778,2,62,60,24,31,80,85,94,63
2606,product-129664,2,62,67,27,26,83,85,94,63
2607,product-338501,2,62,58,24,20,37,85,94,63
2608,product-53529,2,62,53,9,22,54,85,94,63
2609,product-53564,2,62,60,24,31,80,85,94,63
2610,product-53541,2,62,54,22,26,77,85,94,63
2611,product-53118,2,62,60,26,31,80,85,94,63
2612,product-199900,2,62,54,11,23,24,85,94,63
2613,product-53216,2,62,46,17,24,40,85,94,63
2614,product-130133,2,62,68,32,26,83,85,94,63
2615,product-59522,2,62,53,26,23,64,85,94,63
2616,product-59287,2,62,52,11,22,68,85,94,63
2617,product-324437,2,62,49,6,23,8,85,94,63
2618,product-58534,2,62,58,21,27,38,85,94,63
2619,product-58351,2,62,52,24,23,65,85,94,63
2620,product-127171,2,62,59,19,27,39,85,94,63
2621,product-126345,2,62,66,6,23,71,85,94,63
2622,product-56849,2,62,53,18,29,58,85,94,63
2623,product-330037,2,62,55,5,22,20,85,94,63
2624,product-206030,2,62,59,29,30,45,85,94,63
2625,product-57916,2,62,52,24,23,65,85,94,63
2626,product-127460,2,62,69,37,30,64,85,94,63
2627,product-57520,2,62,58,10,28,71,85,94,63
2628,product-57462,2,62,52,6,23,73,85,94,63
2629,product-254730,2,62,37,35,38,9,85,94,63
2630,product-6768,2,62,84,35,33,21,85,94,63
2631,product-252793,2,62,67,7,22,38,86,94,62
2632,product-252792,2,62,67,5,22,38,86,94,62
2633,product-252543,2,62,78,17,32,24,85,94,63
2634,product-280172,2,62,76,31,26,15,85,94,63
2635,product-256037,2,62,75,8,22,38,85,94,63
2636,product-90900,2,62,50,4,22,39,86,94,62
2637,product-90061,2,62,59,13,25,65,86,94,62
2638,product-89393,2,62,47,17,24,31,86,94,62
2639,product-278146,2,62,65,8,24,20,85,94,63
2640,product-89688,2,62,66,18,27,39,85,94,63
2641,product-108304,2,62,53,14,29,46,85,94,63
2642,product-248271,2,62,68,31,28,10,85,94,63
2643,product-246749,2,62,67,32,25,12,85,94,63
2644,product-285449,2,62,60,36,35,42,85,94,63
2645,product-106816,2,62,55,0,22,74,85,94,63
2646,product-86391,2,62,42,11,24,11,85,94,63
2647,product-86603,2,62,44,2,22,28,85,94,63
2648,product-97275,2,62,45,14,24,25,86,94,62
2649,product-100786,2,62,55,10,25,77,86,94,62
2650,product-269871,2,62,68,32,28,10,85,94,63
2651,product-7622,2,62,67,0,22,77,85,94,63
2652,product-270493,2,62,74,47,28,13,85,94,63
2653,product-276214,2,62,75,24,27,12,85,94,63
2654,product-256800,2,62,35,38,27,13,85,94,63
2655,product-26880,2,62,43,3,23,25,85,94,63
2656,product-276727,2,62,75,26,26,12,85,94,63
2657,product-259030,2,62,80,49,38,24,85,94,63
2658,product-259031,2,62,80,47,38,25,85,94,63
2659,product-28722,2,62,59,56,45,85,85,94,63
2660,product-234875,2,62,64,43,30,24,86,94,62
2661,product-76681,2,62,54,11,24,70,85,94,63
2662,product-299059,2,62,54,0,22,25,85,94,63
2663,product-236770,2,62,53,9,23,23,85,94,63
2664,product-237014,2,62,62,27,26,34,85,94,63
2665,product-78653,2,62,43,19,28,15,85,94,63
2666,product-28578,2,62,42,14,22,28,86,94,62
2667,product-28587,2,62,43,4,22,23,85,94,63
2668,product-72909,2,62,46,9,28,23,86,94,62
2669,product-23058,2,62,62,20,19,88,85,94,63
2670,product-74448,2,62,67,43,31,38,85,94,63
2671,product-237405,2,62,64,19,27,31,85,94,63
2672,product-83373,2,62,53,21,29,40,86,94,62
2673,product-244572,2,62,62,25,19,30,85,94,63
2674,product-24328,2,62,55,20,39,72,85,94,63
2675,product-28032,2,62,43,4,22,23,85,94,63
2676,product-292528,2,62,77,30,28,27,85,94,63
2677,product-246465,2,62,67,31,24,15,85,94,63
2678,product-9234,2,62,63,2,22,8,85,94,63
2679,product-111590,2,62,58,20,29,59,85,94,63
2680,product-80848,2,62,44,16,25,15,86,94,62
2681,product-297354,2,62,69,18,20,41,86,94,62
2682,product-238206,2,62,62,11,24,26,85,94,63
2683,product-81297,2,62,44,10,26,21,86,94,62
2684,product-112736,2,62,57,29,36,38,85,94,63
2685,product-112028,2,62,58,2,22,72,85,94,63
2686,product-111851,2,62,58,2,22,71,85,94,63
2687,product-111682,2,62,58,2,22,72,85,94,63
2688,product-243031,2,62,65,21,27,22,85,94,63
2689,product-111850,2,62,58,4,22,71,85,94,63
2690,product-170990,2,62,56,6,24,21,85,94,63
2691,product-14874,2,62,59,9,23,91,85,94,63
2692,product-139951,2,62,68,17,24,86,86,94,62
2693,product-179171,2,62,55,41,35,22,85,94,63
2694,product-153017,2,62,61,0,22,27,85,94,63
2695,product-19085,2,62,52,40,35,57,85,94,63
2696,product-361205,2,62,76,67,48,15,85,94,63
2697,product-137573,2,62,68,14,21,85,85,94,63
2698,product-47065,2,62,48,14,23,32,86,94,62
2699,product-132964,2,62,67,15,25,82,85,94,63
2700,product-37065,2,62,56,39,32,59,85,94,63
2701,product-153194,2,62,74,0,22,72,86,94,62
2702,product-133331,2,62,67,12,23,82,85,94,63
2703,product-153258,2,62,61,15,24,21,85,94,63
2704,product-133145,2,62,67,14,24,82,85,94,63
2705,product-147076,2,62,71,2,22,80,85,94,63
2706,product-134184,2,62,68,24,26,83,85,94,63
2707,product-148403,2,62,72,10,25,82,85,94,63
2708,product-38338,2,62,57,64,36,83,85,94,63
2709,product-17775,2,62,50,35,29,49,85,94,63
2710,product-47722,2,62,59,59,33,80,85,94,63
2711,product-134020,2,62,68,26,26,83,85,94,63
2712,product-136402,2,62,71,37,30,76,86,94,62
2713,product-151986,2,62,53,23,39,20,86,94,62
2714,product-142650,2,62,71,37,45,60,85,94,63
2715,product-15613,2,62,32,17,25,13,85,94,63
2716,product-38066,2,62,67,3,22,57,85,94,63
2717,product-194270,2,62,56,2,22,19,85,94,63
2718,product-18277,2,62,50,30,29,49,85,94,63
2719,product-170319,2,62,51,17,28,18,86,94,62
2720,product-138233,2,62,71,33,28,72,85,94,63
2721,product-370860,2,62,60,15,24,4,86,94,62
2722,product-373828,2,62,71,48,21,25,85,94,63
2723,product-194677,2,62,56,4,22,18,85,94,63
2724,product-369379,2,62,62,30,30,6,85,94,63
2725,product-344692,2,62,68,24,26,5,85,94,63
2726,product-33299,2,62,54,23,30,59,85,94,63
2727,product-39915,2,62,58,62,37,82,85,94,63
2728,product-359574,2,62,66,39,31,4,85,94,63
2729,product-42615,2,62,56,11,24,71,85,94,63
2730,product-51947,2,62,45,12,24,31,85,94,63
2731,product-34884,2,62,58,72,36,78,85,94,63
2732,product-42439,2,62,56,8,25,64,85,94,63
2733,product-145316,2,62,72,17,24,79,85,94,63
2734,product-13463,2,62,46,32,28,39,85,94,63
2735,product-34882,2,62,58,74,36,79,85,94,63
2736,product-359262,2,62,66,41,30,5,85,94,63
2737,product-397907,2,62,39,17,26,24,85,94,63
2738,product-343899,2,62,68,28,34,7,85,94,63
2739,product-139223,2,62,71,24,27,70,85,94,63
2740,product-145116,2,62,72,17,24,79,85,94,63
2741,product-150305,2,62,71,11,25,79,85,94,63
2742,product-50645,2,62,32,4,22,5,86,94,62
2743,product-36320,2,62,58,78,37,80,85,94,63
2744,product-43340,2,62,54,19,21,63,85,94,63
2745,product-144196,2,62,70,32,36,65,85,94,63
2746,product-357719,2,62,72,37,33,11,85,94,63
2747,product-36487,2,62,55,21,29,73,85,94,63
2748,product-132776,2,62,67,15,26,83,85,94,63
2749,product-192664,2,62,52,21,27,28,85,94,63
2750,product-139440,2,62,68,24,24,86,85,94,63
2751,product-35714,2,62,42,10,26,20,85,94,63
2752,product-22009,2,66,55,29,39,69,85,94,63
2753,product-11810,2,66,43,0,22,32,85,94,63
2754,product-63049,2,66,46,0,22,47,85,94,63
2755,product-223500,2,66,52,17,30,13,85,94,63
2756,product-69380,2,66,57,30,29,61,85,94,63
2757,product-123804,2,66,66,15,23,69,85,94,63
2758,product-309688,2,66,64,5,23,14,85,94,63
2759,product-204016,2,66,54,0,22,29,85,94,63
2760,product-130742,2,66,67,23,25,83,85,94,63
2761,product-199911,2,66,54,17,28,31,85,94,63
2762,product-130125,2,66,67,27,25,83,85,94,63
2763,product-127034,2,66,69,32,30,64,85,94,63
2764,product-211091,2,66,58,11,21,46,85,94,63
2765,product-206029,2,66,59,27,30,45,85,94,63
2766,product-208871,2,66,76,24,34,28,85,94,63
2767,product-327648,2,66,61,50,38,12,85,94,63
2768,product-208235,2,66,59,15,23,45,85,94,63
2769,product-256545,2,66,75,6,22,38,85,94,63
2770,product-278219,2,66,75,20,25,14,85,94,63
2771,product-248656,2,66,40,0,22,28,85,94,63
2772,product-248270,2,66,68,29,28,10,85,94,63
2773,product-249689,2,66,68,31,27,7,85,94,63
2774,product-283497,2,66,60,44,36,40,85,94,63
2775,product-103599,2,66,55,8,25,74,85,94,63
2776,product-97377,2,66,66,45,31,76,85,94,63
2777,product-7585,2,66,61,29,25,46,85,94,63
2778,product-264881,2,66,58,67,50,39,85,94,63
2779,product-102430,2,66,45,0,22,25,85,94,63
2780,product-298885,2,66,60,6,23,38,85,94,63
2781,product-298671,2,66,71,0,22,41,85,94,63
2782,product-5512,2,66,66,24,25,22,85,94,63
2783,product-28879,2,66,43,9,22,22,85,94,63
2784,product-304554,2,66,65,44,37,27,85,94,63
2785,product-243668,2,66,63,7,23,32,85,94,63
2786,product-244893,2,66,62,24,19,31,85,94,63
2787,product-294281,2,66,52,12,24,29,85,94,63
2788,product-134366,2,66,68,21,23,83,85,94,63
2789,product-147635,2,66,70,0,22,85,85,94,63
2790,product-361208,2,66,76,66,48,17,85,94,63
2791,product-148440,2,66,70,17,26,62,85,94,63
2792,product-40585,2,66,48,11,26,29,85,94,63
2793,product-376948,2,66,66,9,23,63,85,94,63
2794,product-344365,2,66,68,17,24,3,85,94,63
2795,product-344028,2,66,68,15,24,2,85,94,63
2796,product-144943,2,66,72,19,24,79,85,94,63
2797,product-369378,2,66,62,32,31,5,85,94,63
2798,product-369608,2,66,59,15,28,14,85,94,63
2799,product-145060,2,66,67,12,25,34,85,94,63
2800,product-359561,2,66,63,10,22,7,85,94,63
2801,product-50782,2,66,51,4,23,51,85,94,63
2802,product-36111,2,66,57,62,32,77,85,94,63
2803,product-137768,2,66,71,36,28,72,85,94,63
2804,product-177638,2,66,56,33,35,22,85,94,63
2805,product-121712,2,68,67,31,28,67,85,94,63
2806,product-227736,2,68,63,44,30,31,85,94,63
2807,product-218674,2,68,60,22,35,37,85,94,63
2808,product-218654,2,68,57,22,25,27,85,94,63
2809,product-21949,2,68,61,28,20,92,85,94,63
2810,product-216658,2,68,61,24,27,44,85,94,63
2811,product-310913,2,68,63,28,35,20,85,94,63
2812,product-122872,2,68,56,21,27,27,85,94,63
2813,product-315424,2,68,48,10,23,13,85,94,63
2814,product-121903,2,68,67,31,25,67,85,94,63
2815,product-203414,2,68,55,14,23,19,85,94,63
2816,product-54336,2,68,42,14,21,24,85,94,63
2817,product-53892,2,68,42,10,22,24,85,94,63
2818,product-52754,2,68,46,14,23,39,85,94,63
2819,product-201240,2,68,55,11,23,30,85,94,63
2820,product-200236,2,68,55,12,24,27,85,94,63
2821,product-130124,2,68,67,25,25,83,85,94,63
2822,product-210763,2,68,58,9,21,46,85,94,63
2823,product-126344,2,68,66,6,22,71,85,94,63
2824,product-247425,2,68,40,2,22,28,85,94,63
2825,product-27444,2,68,43,11,23,28,85,94,63
2826,product-27447,2,68,43,5,22,27,85,94,63
2827,product-107718,2,68,50,0,22,39,85,94,63
2828,product-7591,2,68,67,26,26,83,85,94,63
2829,product-102679,2,68,55,26,24,70,85,94,63
2830,product-102395,2,68,52,17,32,40,85,94,63
2831,product-103151,2,68,55,21,24,71,85,94,63
2832,product-260287,2,68,59,85,55,44,85,94,63
2833,product-259557,2,68,80,46,38,25,85,94,63
2834,product-259553,2,68,80,54,38,24,85,94,63
2835,product-120246,2,68,60,19,22,39,85,94,63
2836,product-73130,2,68,44,2,23,20,85,94,63
2837,product-232085,2,68,63,23,27,30,85,94,63
2838,product-292482,2,68,71,51,23,31,85,94,63
2839,product-246314,2,68,30,0,22,12,85,94,63
2840,product-111524,2,68,57,0,22,76,85,94,63
2841,product-84208,2,68,52,29,29,36,85,94,63
2842,product-28296,2,68,42,10,22,27,85,94,63
2843,product-111856,2,68,58,4,22,72,85,94,63
2844,product-136793,2,68,71,32,29,77,85,94,63
2845,product-150840,2,68,65,13,25,32,85,94,63
2846,product-134350,2,68,67,2,22,82,85,94,63
2847,product-147629,2,68,72,13,26,87,85,94,63
2848,product-49812,2,68,46,24,25,31,85,94,63
2849,product-49968,2,68,55,11,22,64,85,94,63
2850,product-137539,2,68,71,34,34,71,85,94,63
2851,product-133203,2,68,66,24,24,61,85,94,63
2852,product-135987,2,68,68,0,22,83,85,94,63
2853,product-133751,2,68,61,10,25,54,85,94,63
2854,product-193079,2,68,52,18,25,28,85,94,63
2855,product-46575,2,68,48,13,23,31,85,94,63
2856,product-158882,2,68,77,18,25,41,85,94,63
2857,product-138658,2,68,71,29,27,71,85,94,63
2858,product-145137,2,68,70,2,22,88,85,94,63
2859,product-41740,2,68,51,13,25,43,85,94,63
2860,product-132582,2,68,67,15,26,83,85,94,63
2861,product-192523,2,68,68,0,22,44,85,94,63
2862,product-138005,2,68,71,35,28,72,85,94,63
2863,product-50163,2,68,54,11,24,56,85,94,63
2864,product-132775,2,68,67,13,26,82,85,94,63
2865,product-122101,2,70,67,30,25,67,85,94,63
2866,product-122575,2,70,64,3,22,57,85,94,63
2867,product-313837,2,70,59,16,22,10,85,94,63
2868,product-53893,2,70,42,11,23,23,85,94,63
2869,product-202558,2,70,58,34,33,39,85,94,63
2870,product-54911,2,70,52,24,24,57,85,94,63
2871,product-52985,2,70,46,17,23,40,85,94,63
2872,product-326817,2,70,62,30,24,18,85,94,63
2873,product-127240,2,70,69,34,30,64,85,94,63
2874,product-323716,2,70,61,33,29,15,85,94,63
2875,product-56421,2,70,45,6,23,39,85,94,63
2876,product-88946,2,70,44,15,23,17,85,94,63
2877,product-277724,2,70,75,21,25,13,85,94,63
2878,product-256288,2,70,35,37,26,13,85,94,63
2879,product-88078,2,70,54,30,27,47,85,94,63
2880,product-252102,2,70,78,18,32,24,85,94,63
2881,product-96712,2,70,51,26,30,33,85,94,63
2882,product-269279,2,70,70,45,32,9,85,94,63
2883,product-258385,2,70,51,20,26,24,85,94,63
2884,product-276728,2,70,75,27,25,12,85,94,63
2885,product-306559,2,70,59,31,23,5,85,94,63
2886,product-75076,2,70,37,0,22,7,85,94,63
2887,product-111298,2,70,56,30,36,38,85,94,63
2888,product-292532,2,70,58,2,22,45,85,94,63
2889,product-84557,2,70,34,4,22,8,85,94,63
2890,product-110186,2,70,51,10,23,42,85,94,63
2891,product-240924,2,70,34,2,22,19,85,94,63
2892,product-296886,2,70,79,42,29,36,85,94,63
2893,product-111683,2,70,58,2,23,72,85,94,63
2894,product-242265,2,70,65,28,28,22,85,94,63
2895,product-133589,2,70,58,9,22,48,85,94,63
2896,product-393311,2,70,37,12,27,20,85,94,63
2897,product-42826,2,70,54,17,24,53,85,94,63
2898,product-172757,2,70,40,2,22,8,85,94,63
2899,product-345009,2,70,68,24,24,5,85,94,63
2900,product-191723,2,70,70,4,22,50,85,94,63
2901,product-394971,2,70,37,12,30,17,85,94,63
2902,product-36397,2,70,49,17,24,38,85,94,63
2903,product-153790,2,70,56,54,43,17,85,94,63
2904,product-368558,2,70,62,35,30,7,85,94,63
2905,product-320048,2,72,61,15,23,7,85,94,63
2906,product-307768,2,72,62,24,32,22,85,94,63
2907,product-121191,2,72,59,9,22,39,85,94,63
2908,product-68664,2,72,39,11,22,7,85,94,63
2909,product-123995,2,72,68,28,25,82,85,94,63
2910,product-124210,2,72,66,15,23,69,85,94,63
2911,product-321830,2,72,51,4,24,10,85,94,63
2912,product-53809,2,72,53,12,25,59,85,94,63
2913,product-130743,2,72,67,24,25,83,85,94,63
2914,product-130343,2,72,68,31,26,83,85,94,63
2915,product-339711,2,72,66,24,21,10,85,94,63
2916,product-211090,2,72,58,13,21,45,85,94,63
2917,product-207863,2,72,59,18,23,44,85,94,63
2918,product-88945,2,72,44,13,23,17,85,94,63
2919,product-89360,2,72,50,0,22,42,85,94,63
2920,product-27166,2,72,43,5,22,23,85,94,63
2921,product-89362,2,72,50,0,22,41,85,94,63
2922,product-108530,2,72,51,20,29,33,85,94,63
2923,product-106225,2,72,55,6,23,72,85,94,63
2924,product-264366,2,72,58,65,50,40,85,94,63
2925,product-97421,2,72,58,18,24,59,85,94,63
2926,product-267474,2,72,77,67,48,17,85,94,63
2927,product-270494,2,72,74,46,28,13,85,94,63
2928,product-276725,2,72,75,24,26,12,85,94,63
2929,product-94472,2,72,55,0,22,56,85,94,63
2930,product-83496,2,72,34,2,22,7,85,94,63
2931,product-289090,2,72,64,22,32,17,85,94,63
2932,product-81336,2,72,43,13,24,14,85,94,63
2933,product-111680,2,72,58,3,22,71,85,94,63
2934,product-148995,2,72,70,24,26,62,85,94,63
2935,product-149185,2,72,73,31,34,56,85,94,63
2936,product-167522,2,72,50,16,27,12,85,94,63
2937,product-144942,2,72,72,17,24,79,85,94,63
2938,product-154870,2,72,59,30,39,26,85,94,63
