ID,Label,Horizontal_Distance_To_Hydrology,Elevation,Aspect,Slope,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
1063,customer-204170,0,56,12,9,22,12,87,89,56
1064,customer-319467,0,56,23,42,22,7,96,70,17
1065,customer-159149,0,56,5,17,22,54,83,86,56
1066,customer-159150,0,56,2,18,22,54,81,85,57
1067,customer-158908,0,56,4,18,22,54,82,85,56
1068,customer-159389,0,56,0,12,22,55,82,89,61
1069,customer-159390,0,56,1,15,22,54,81,87,59
1070,customer-318764,0,56,27,41,22,7,99,76,20
1071,customer-464451,0,56,75,14,22,29,77,96,74
1072,customer-278426,0,56,21,8,22,25,89,91,54
1073,customer-278969,0,56,18,5,22,25,87,92,57
1074,customer-20074,0,56,3,11,22,85,84,89,59
1075,customer-20073,0,56,9,6,22,85,86,91,58
1076,customer-71979,0,56,23,9,22,74,90,90,52
1077,customer-387175,0,57,23,18,22,29,93,86,44
1078,customer-387174,0,57,22,17,22,29,93,87,46
1079,customer-72194,0,57,15,23,22,46,89,81,43
1080,customer-72195,0,57,19,23,22,47,92,82,40
1081,customer-72196,0,57,23,24,22,47,95,83,37
1082,customer-317482,0,57,11,12,22,28,87,87,54
1083,customer-464725,0,57,76,23,22,30,70,95,80
1084,customer-464726,0,57,75,27,22,30,66,96,83
1085,customer-464994,0,57,78,27,22,30,66,94,82
1086,customer-184077,0,57,18,6,22,45,88,91,56
1087,customer-184078,0,57,96,6,22,45,83,91,63
1088,customer-184079,0,57,86,12,22,44,78,92,70
1089,customer-184094,0,57,97,8,22,39,83,91,63
1090,customer-159620,0,57,99,9,22,55,83,90,61
1091,customer-159621,0,57,96,12,22,55,81,90,63
1092,customer-385557,0,57,80,11,22,35,79,94,70
1093,customer-125311,0,57,6,9,22,62,85,89,58
1094,customer-125310,0,57,24,15,22,62,93,88,47
1095,customer-385562,0,57,67,15,22,33,80,98,72
1096,customer-385561,0,57,70,8,22,33,82,96,68
1097,customer-385560,0,57,70,8,22,34,82,96,68
1098,customer-385559,0,57,66,14,22,34,80,98,71
1099,customer-476005,0,57,96,15,22,7,79,89,64
1100,customer-159854,0,57,98,12,22,55,81,89,62
1101,customer-319529,0,57,1,12,22,31,82,89,60
1102,customer-124943,0,57,12,9,22,61,87,89,55
1103,customer-476710,0,57,11,24,22,17,86,80,44
1104,customer-476711,0,57,11,26,22,17,87,79,44
1105,customer-386526,0,57,21,17,22,29,92,86,45
1106,customer-386525,0,57,20,14,22,29,91,88,50
1107,customer-386524,0,57,19,15,22,29,91,87,48
1108,customer-473228,0,57,16,3,22,2,87,93,59
1109,customer-464454,0,57,73,29,22,30,67,96,84
1110,customer-386190,0,57,83,15,22,34,76,93,73
1111,customer-386189,0,57,0,11,22,35,83,89,61
1112,customer-386188,0,57,0,18,22,35,80,85,59
1113,customer-318823,0,57,89,14,22,32,77,91,69
1114,customer-183833,0,57,92,6,22,39,83,92,64
1115,customer-318822,0,57,8,8,22,31,86,90,58
1116,customer-183817,0,57,0,2,22,44,85,93,61
1117,customer-183816,0,57,29,3,22,45,87,93,59
1118,customer-183818,0,57,82,8,22,44,81,94,68
1119,customer-464453,0,57,73,24,22,30,70,97,81
1120,customer-464452,0,57,74,18,22,30,74,96,77
1121,customer-315319,0,57,89,18,22,32,75,90,70
1122,customer-131471,0,57,18,17,22,64,91,86,47
1123,customer-157035,0,57,5,3,22,75,85,92,61
1124,customer-42906,0,57,12,39,22,72,85,69,31
1125,customer-184624,0,57,13,12,22,39,88,88,53
1126,customer-42905,0,57,14,38,22,71,88,70,29
1127,customer-130755,0,57,96,5,22,62,84,92,63
1128,customer-130754,0,57,1,6,22,63,85,91,61
1129,customer-131110,0,57,31,6,22,63,89,93,57
1130,customer-131109,0,57,17,12,22,63,89,88,52
1131,customer-458837,0,57,18,14,22,3,90,87,50
1132,customer-158541,0,58,0,5,22,72,85,92,61
1133,customer-158540,0,58,1,6,22,72,84,91,61
1134,customer-126781,0,58,99,18,22,64,79,86,61
1135,customer-126780,0,58,12,21,22,64,88,83,46
1136,customer-158295,0,58,97,8,22,72,83,91,63
1137,customer-158294,0,58,6,9,22,72,85,90,59
1138,customer-184070,0,58,23,18,22,48,93,86,44
1139,customer-126412,0,58,11,11,22,64,87,88,54
1140,customer-158786,0,58,2,3,22,72,85,92,61
1141,customer-465537,0,58,79,32,22,31,62,93,85
1142,customer-465262,0,58,80,27,22,30,66,93,81
1143,customer-465263,0,58,78,32,22,31,61,93,85
1144,customer-184074,0,58,27,9,22,46,91,91,53
1145,customer-184071,0,58,21,9,22,47,90,90,53
1146,customer-184072,0,58,22,8,22,47,89,91,55
1147,customer-184073,0,58,25,8,22,47,90,91,54
1148,customer-158043,0,58,95,8,22,73,82,91,63
1149,customer-158036,0,58,12,8,22,70,87,90,56
1150,customer-476423,0,58,92,14,22,8,79,90,66
1151,customer-385563,0,58,65,15,22,33,80,98,72
1152,customer-476975,0,58,24,30,22,14,96,80,31
1153,customer-477131,0,58,96,12,22,16,80,89,64
1154,customer-477132,0,58,0,14,22,17,81,88,60
1155,customer-385247,0,58,23,21,22,30,94,84,41
1156,customer-268920,0,58,2,38,22,9,71,72,52
1157,customer-319466,0,58,22,48,22,7,95,65,11
1158,customer-474099,0,58,84,8,22,11,81,93,67
1159,customer-474100,0,58,73,3,22,12,85,94,64
1160,customer-126046,0,58,32,20,22,63,95,89,44
1161,customer-126047,0,58,15,8,22,63,88,90,56
1162,customer-474487,0,58,95,5,22,12,84,93,63
1163,customer-386522,0,58,20,17,22,29,92,86,45
1164,customer-386523,0,58,20,20,22,29,93,85,43
1165,customer-159036,0,58,5,3,22,72,85,92,61
1166,customer-159035,0,58,14,8,22,72,87,90,56
1167,customer-385880,0,58,20,17,22,29,92,86,46
1168,customer-385879,0,58,19,18,22,29,91,85,44
1169,customer-385878,0,58,19,26,22,29,93,81,38
1170,customer-386194,0,58,85,15,22,33,76,93,71
1171,customer-159278,0,58,6,5,22,72,86,92,60
1172,customer-159279,0,58,86,6,22,72,82,93,66
1173,customer-386198,0,58,64,14,22,31,81,98,71
1174,customer-386197,0,58,64,12,22,32,81,98,70
1175,customer-125677,0,58,14,9,22,62,88,89,55
1176,customer-386196,0,58,69,11,22,32,81,96,70
1177,customer-386195,0,58,83,8,22,32,81,94,67
1178,customer-125676,0,58,29,20,22,63,95,87,43
1179,customer-131340,0,58,21,9,22,49,90,90,53
1180,customer-131339,0,58,25,17,22,49,93,88,46
1181,customer-131470,0,58,15,12,22,64,89,88,52
1182,customer-184607,0,58,5,9,22,46,85,90,59
1183,customer-184608,0,58,96,11,22,46,81,90,64
1184,customer-157030,0,58,0,2,22,74,85,93,61
1185,customer-157029,0,58,25,5,22,74,89,92,57
1186,customer-458306,0,58,51,14,22,22,88,97,62
1187,customer-458307,0,58,66,20,22,23,77,99,75
1188,customer-184609,0,58,93,14,22,45,79,90,66
1189,customer-131829,0,58,5,23,22,64,81,82,54
1190,customer-157020,0,58,5,2,22,71,86,93,61
1191,customer-157021,0,58,55,2,22,71,86,94,62
1192,customer-459290,0,58,34,11,22,21,91,92,53
1193,customer-459615,0,58,33,11,22,21,92,92,52
1194,customer-458636,0,58,51,11,22,22,87,96,62
1195,customer-130981,0,58,35,23,22,50,96,90,43
1196,customer-130980,0,58,40,21,22,50,94,93,49
1197,customer-130979,0,58,42,21,22,49,93,94,52
1198,customer-469060,0,59,54,21,22,35,85,99,65
1199,customer-469061,0,59,57,24,22,36,83,100,68
1200,customer-469062,0,59,59,24,22,36,80,100,71
1201,customer-469063,0,59,61,23,22,36,80,100,73
1202,customer-469387,0,59,64,18,22,37,79,99,73
1203,customer-469388,0,59,62,18,22,37,80,99,72
1204,customer-469389,0,59,64,18,22,37,80,99,73
1205,customer-158391,0,59,11,6,22,66,87,91,57
1206,customer-158392,0,59,1,8,22,66,84,91,61
1207,customer-184068,0,59,26,14,22,48,92,89,49
1208,customer-468429,0,59,56,26,22,35,83,100,68
1209,customer-31967,0,59,20,14,22,72,91,87,49
1210,customer-468428,0,59,55,24,22,35,84,99,66
1211,customer-184069,0,59,24,21,22,48,94,85,41
1212,customer-468739,0,59,55,23,22,35,84,99,67
1213,customer-158879,0,59,3,17,22,66,82,86,58
1214,customer-158880,0,59,98,21,22,66,77,85,62
1215,customer-158635,0,59,2,14,22,66,83,88,59
1216,customer-465538,0,59,78,35,22,31,59,93,87
1217,customer-465841,0,59,78,33,22,31,61,93,86
1218,customer-127862,0,59,12,23,22,65,87,81,44
1219,customer-158144,0,59,7,6,22,66,86,91,59
1220,customer-158145,0,59,91,9,22,65,81,92,65
1221,customer-127141,0,59,10,18,22,64,86,84,51
1222,customer-468113,0,59,54,27,22,34,84,99,66
1223,customer-127502,0,59,4,17,22,65,83,85,56
1224,customer-127501,0,59,15,23,22,65,90,81,43
1225,customer-476553,0,59,21,26,22,14,94,81,36
1226,customer-32343,0,59,15,26,22,72,90,79,39
1227,customer-32344,0,59,21,17,22,72,92,86,46
1228,customer-269459,0,59,2,33,22,10,74,75,53
1229,customer-476135,0,59,21,21,22,13,93,83,41
1230,customer-476134,0,59,18,21,22,13,91,83,42
1231,customer-476974,0,59,22,29,22,14,95,80,33
1232,customer-385246,0,59,22,21,22,30,93,84,41
1233,customer-319464,0,59,23,38,22,8,96,74,22
1234,customer-319465,0,59,21,42,22,8,95,69,18
1235,customer-386841,0,59,76,18,22,30,73,96,77
1236,customer-386840,0,59,75,21,22,31,72,96,79
1237,customer-475724,0,59,16,17,22,13,90,85,47
1238,customer-474898,0,59,12,6,22,12,87,91,58
1239,customer-475311,0,59,15,11,22,12,88,88,53
1240,customer-386200,0,59,71,23,22,30,73,98,79
1241,customer-386199,0,59,69,20,22,31,75,98,77
1242,customer-457961,0,59,63,20,22,23,79,99,73
1243,customer-131338,0,59,29,15,22,49,93,89,47
1244,customer-201020,0,59,22,8,22,20,89,91,55
1245,customer-201021,0,59,18,5,22,20,87,92,57
1246,customer-201022,0,59,15,3,22,19,87,92,59
1247,customer-131337,0,59,30,18,22,48,95,89,44
1248,customer-131696,0,59,17,15,22,48,90,86,48
1249,customer-131695,0,59,27,11,22,48,91,90,51
1250,customer-200778,0,59,19,3,22,19,87,93,59
1251,customer-200779,0,59,15,3,22,19,87,92,59
1252,customer-131694,0,59,44,12,22,47,90,95,57
1253,customer-457602,0,59,62,20,22,23,79,99,73
1254,customer-201261,0,59,25,11,22,21,91,90,52
1255,customer-201262,0,59,21,6,22,20,89,91,56
1256,customer-469070,0,60,59,15,22,39,83,98,69
1257,customer-469069,0,60,59,17,22,39,83,98,69
1258,customer-469068,0,60,59,18,22,39,82,99,69
1259,customer-387477,0,60,79,5,22,28,83,94,66
1260,customer-387476,0,60,83,6,22,29,83,94,66
1261,customer-387475,0,60,79,11,22,29,79,94,70
1262,customer-469390,0,60,64,15,22,38,80,98,72
1263,customer-469391,0,60,64,15,22,38,81,98,71
1264,customer-469392,0,60,63,14,22,39,81,98,70
1265,customer-31966,0,60,18,30,22,72,93,76,32
1266,customer-387381,0,60,10,11,22,20,87,88,55
1267,customer-387380,0,60,9,15,22,20,86,86,53
1268,customer-387379,0,60,6,18,22,20,83,85,54
1269,customer-466157,0,60,75,33,22,32,63,95,86
1270,customer-465842,0,60,77,35,22,32,59,93,88
1271,customer-202256,0,60,18,24,22,24,91,81,40
1272,customer-202257,0,60,17,18,22,24,90,85,46
1273,customer-467796,0,60,55,29,22,34,83,100,67
1274,customer-467797,0,60,55,30,22,34,83,99,66
1275,customer-388026,0,60,8,18,22,20,85,84,52
1276,customer-388027,0,60,2,15,22,20,82,86,58
1277,customer-468114,0,60,55,27,22,35,83,99,67
1278,customer-466481,0,60,72,30,22,32,67,97,84
1279,customer-466482,0,60,70,29,22,32,69,98,83
1280,customer-466809,0,60,67,27,22,32,72,99,80
1281,customer-466810,0,60,64,29,22,32,73,100,79
1282,customer-467473,0,60,58,27,22,33,80,100,71
1283,customer-467474,0,60,56,29,22,33,81,100,69
1284,customer-467475,0,60,56,32,22,34,81,100,68
1285,customer-467144,0,60,60,29,22,33,78,100,74
1286,customer-388114,0,60,61,6,22,28,85,96,65
1287,customer-467143,0,60,62,27,22,32,76,100,76
1288,customer-388113,0,60,58,3,22,28,85,95,63
1289,customer-159593,0,60,91,11,22,67,80,91,66
1290,customer-385442,0,60,49,8,22,21,87,95,61
1291,customer-385441,0,60,34,8,22,21,90,93,56
1292,customer-159589,0,60,24,9,22,68,91,90,52
1293,customer-159590,0,60,18,3,22,68,87,92,59
1294,customer-384807,0,60,43,8,22,22,89,94,59
1295,customer-160053,0,60,9,9,22,69,86,90,57
1296,customer-384806,0,60,34,8,22,22,90,93,56
1297,customer-384805,0,60,27,9,22,22,91,91,53
1298,customer-159822,0,60,12,12,22,68,88,87,53
1299,customer-384955,0,60,77,15,22,23,75,95,75
1300,customer-159825,0,60,96,6,22,67,83,92,63
1301,customer-159826,0,60,86,9,22,67,80,93,68
1302,customer-159821,0,60,13,12,22,69,88,88,53
1303,customer-386726,0,60,10,6,22,20,86,91,58
1304,customer-386725,0,60,6,9,22,20,85,89,58
1305,customer-386844,0,60,81,14,22,29,77,94,72
1306,customer-386843,0,60,83,14,22,29,76,93,72
1307,customer-386842,0,60,80,15,22,30,76,94,74
1308,customer-159118,0,60,18,11,22,67,89,89,52
1309,customer-159119,0,60,5,11,22,67,84,89,58
1310,customer-159120,0,60,97,17,22,66,79,87,63
1311,customer-159360,0,60,97,11,22,67,82,90,63
1312,customer-386078,0,60,51,5,22,21,87,95,62
1313,customer-159357,0,60,39,8,22,68,90,94,57
1314,customer-159358,0,60,29,5,22,68,89,93,57
1315,customer-386077,0,60,25,3,22,21,88,93,58
1316,customer-269973,0,60,2,29,22,10,77,78,54
1317,customer-270507,0,60,3,27,22,10,79,80,53
1318,customer-390680,0,60,14,30,22,19,89,76,37
1319,customer-390679,0,60,14,24,22,19,89,81,43
1320,customer-315471,0,60,11,23,22,22,87,81,46
1321,customer-387478,0,61,67,8,22,28,83,96,67
1322,customer-32026,0,61,51,14,22,86,87,97,62
1323,customer-32027,0,61,64,14,22,87,81,98,70
1324,customer-468440,0,61,54,27,22,40,85,99,65
1325,customer-468441,0,61,53,26,22,40,86,99,63
1326,customer-468442,0,61,51,26,22,41,87,98,61
1327,customer-468749,0,61,56,21,22,39,84,99,67
1328,customer-468750,0,61,56,20,22,40,84,99,67
1329,customer-271560,0,61,5,21,22,11,82,82,53
1330,customer-272082,0,61,4,20,22,12,82,83,55
1331,customer-464872,0,61,93,23,22,5,73,86,68
1332,customer-464873,0,61,92,23,22,5,72,87,69
1333,customer-202253,0,61,20,27,22,25,93,80,35
1334,customer-464605,0,61,92,21,22,5,73,87,69
1335,customer-202254,0,61,17,24,22,25,91,81,41
1336,customer-202255,0,61,16,21,22,25,91,82,43
1337,customer-467815,0,61,43,86,22,42,79,65,0
1338,customer-467494,0,61,26,74,22,42,93,46,0
1339,customer-467165,0,61,29,86,22,42,90,0,0
1340,customer-467166,0,61,69,17,22,43,77,98,0
1341,customer-202517,0,61,18,24,22,26,92,81,39
1342,customer-32400,0,61,50,9,22,86,87,96,61
1343,customer-385589,0,61,72,18,22,23,76,97,76
1344,customer-385588,0,61,79,14,22,23,76,95,73
1345,customer-32401,0,61,62,8,22,86,84,96,67
1346,customer-384956,0,61,69,23,22,23,74,98,78
1347,customer-271040,0,61,5,23,22,11,81,81,53
1348,customer-386221,0,61,74,17,22,22,75,96,76
1349,customer-386220,0,61,80,14,22,23,77,94,72
1350,customer-386219,0,61,84,15,22,23,76,93,72
1351,customer-457873,0,61,92,15,22,16,77,89,67
1352,customer-391435,0,61,85,9,22,28,80,93,69
1353,customer-391434,0,61,1,9,22,28,83,90,61
1354,customer-457872,0,61,95,14,22,16,80,90,65
1355,customer-458223,0,61,92,12,22,16,79,90,66
1356,customer-390763,0,61,89,8,22,28,81,93,66
1357,customer-459315,0,61,59,15,22,31,83,98,68
1358,customer-459316,0,61,63,15,22,31,81,98,71
1359,customer-390678,0,61,12,17,22,19,88,85,50
1360,customer-390677,0,61,10,9,22,19,87,89,56
1361,customer-459640,0,61,62,14,22,31,82,98,69
1362,customer-459221,0,61,90,8,22,17,82,93,65
1363,customer-315469,0,61,99,11,22,23,83,89,61
1364,customer-315470,0,61,9,18,22,23,86,84,51
1365,customer-458561,0,61,91,12,22,16,79,91,67
1366,customer-315466,0,61,16,15,22,22,90,87,49
1367,customer-315467,0,61,16,18,22,22,90,85,46
1368,customer-315468,0,61,6,9,22,23,85,89,58
1369,customer-458890,0,61,93,9,22,17,81,91,65
1370,customer-387496,0,62,81,18,22,22,74,94,75
1371,customer-202782,0,62,20,20,22,27,93,84,43
1372,customer-272606,0,62,2,18,22,12,81,85,58
1373,customer-184030,0,62,39,20,22,65,94,93,49
1374,customer-386864,0,62,71,20,22,21,75,97,77
1375,customer-386863,0,62,72,14,22,22,78,96,73
1376,customer-386862,0,62,83,12,22,22,78,93,71
1377,customer-386861,0,62,91,18,22,22,75,89,69
1378,customer-465697,0,62,93,23,22,6,74,86,67
1379,customer-466185,0,62,62,18,22,43,81,99,71
1380,customer-465404,0,62,93,23,22,6,73,86,68
1381,customer-465138,0,62,93,23,22,6,72,86,68
1382,customer-274138,0,62,84,9,22,13,80,93,68
1383,customer-468128,0,62,49,38,22,41,87,96,56
1384,customer-468127,0,62,51,33,22,41,86,98,61
1385,customer-273120,0,62,99,17,22,12,80,87,61
1386,customer-466507,0,62,57,12,22,43,85,98,0
1387,customer-466508,0,62,68,18,22,43,77,98,0
1388,customer-273634,0,62,93,12,22,13,80,91,65
1389,customer-466834,0,62,61,15,22,43,82,98,0
1390,customer-466835,0,62,67,12,22,43,81,97,0
1391,customer-202515,0,62,24,21,22,26,94,85,40
1392,customer-202516,0,62,20,21,22,26,93,84,41
1393,customer-183766,0,62,55,8,22,63,86,96,64
1394,customer-183765,0,62,39,17,22,64,93,94,52
1395,customer-183767,0,62,45,8,22,62,89,95,59
1396,customer-268843,0,62,11,30,22,39,85,76,40
1397,customer-31274,0,62,70,8,22,87,82,96,68
1398,customer-31273,0,62,47,8,22,87,88,95,60
1399,customer-457986,0,62,55,20,22,33,85,99,66
1400,customer-458332,0,62,51,21,22,32,87,98,62
1401,customer-458333,0,62,58,20,22,33,83,99,69
1402,customer-457416,0,62,24,9,22,15,90,91,53
1403,customer-457417,0,62,8,15,22,14,85,86,54
1404,customer-457418,0,62,5,17,22,14,83,85,56
1405,customer-457419,0,62,3,17,22,13,82,86,57
1406,customer-457420,0,62,3,18,22,13,82,85,57
1407,customer-457421,0,62,2,20,22,13,81,84,57
1408,customer-457422,0,62,2,23,22,12,79,83,57
1409,customer-315136,0,62,92,12,22,57,80,91,66
1410,customer-457780,0,62,5,8,22,15,85,90,59
1411,customer-391678,0,62,62,24,22,40,78,100,75
1412,customer-184560,0,62,81,21,22,63,71,93,78
1413,customer-184559,0,62,0,0,22,65,86,94,61
1414,customer-459544,0,62,90,8,22,18,82,93,65
1415,customer-458662,0,62,55,17,22,32,85,98,66
1416,customer-68651,0,62,46,6,22,44,88,95,60
1417,customer-387497,0,63,78,15,22,21,76,95,74
1418,customer-387498,0,63,75,11,22,21,80,95,70
1419,customer-387499,0,63,69,8,22,21,82,96,68
1420,customer-202781,0,63,22,20,22,27,93,85,43
1421,customer-202780,0,63,23,14,22,27,92,88,48
1422,customer-202779,0,63,26,11,22,28,91,90,51
1423,customer-203047,0,63,22,8,22,29,89,91,55
1424,customer-203048,0,63,22,9,22,28,90,90,53
1425,customer-203049,0,63,19,9,22,28,89,90,53
1426,customer-318241,0,63,16,21,22,22,90,82,43
1427,customer-465569,0,63,60,9,22,44,84,97,66
1428,customer-465570,0,63,67,6,22,45,83,96,66
1429,customer-465571,0,63,77,6,22,45,82,94,67
1430,customer-466186,0,63,68,20,22,44,76,98,76
1431,customer-466337,0,63,92,18,22,7,76,89,68
1432,customer-465870,0,63,62,20,22,44,80,99,72
1433,customer-465871,0,63,64,14,22,44,81,98,70
1434,customer-466008,0,63,93,20,22,7,74,87,67
1435,customer-317221,0,63,91,21,22,57,73,88,69
1436,customer-465297,0,63,68,5,22,45,84,95,65
1437,customer-465030,0,63,67,3,22,46,84,95,65
1438,customer-467813,0,63,52,44,22,41,81,97,61
1439,customer-467814,0,63,51,71,22,41,72,85,45
1440,customer-388134,0,63,89,6,22,21,82,93,65
1441,customer-388135,0,63,81,14,22,20,77,94,72
1442,customer-317536,0,63,14,21,22,22,89,82,44
1443,customer-317537,0,63,14,18,22,22,89,84,47
1444,customer-317538,0,63,9,11,22,22,86,89,56
1445,customer-466662,0,63,91,15,22,8,77,90,68
1446,customer-269389,0,63,8,35,22,39,80,72,41
1447,customer-269388,0,63,12,42,22,39,84,65,28
1448,customer-476828,0,63,37,36,22,17,98,87,33
1449,customer-476827,0,63,33,36,22,18,99,83,29
1450,customer-458131,0,63,1,8,22,15,84,91,61
1451,customer-200914,0,63,91,26,22,68,70,86,70
1452,customer-458470,0,63,10,12,22,15,86,88,55
1453,customer-458471,0,63,95,14,22,15,79,89,65
1454,customer-315137,0,63,85,11,22,56,79,93,69
1455,customer-457626,0,63,53,21,22,33,86,98,64
1456,customer-457627,0,63,60,20,22,33,81,99,70
1457,customer-315126,0,63,8,20,22,59,85,83,52
1458,customer-459460,0,63,2,12,22,16,83,88,59
1459,customer-459461,0,63,94,17,22,15,77,88,66
1460,customer-458803,0,63,3,12,22,15,83,88,59
1461,customer-469249,0,64,91,11,22,11,80,92,66
1462,customer-469594,0,64,92,11,22,11,80,91,66
1463,customer-468606,0,64,85,8,22,10,81,93,67
1464,customer-468925,0,64,89,9,22,11,80,92,67
1465,customer-387704,0,64,49,17,22,42,89,97,60
1466,customer-317925,0,64,89,24,22,57,70,88,72
1467,customer-317926,0,64,86,21,22,57,72,91,74
1468,customer-387062,0,64,49,15,22,42,89,96,59
1469,customer-469942,0,64,91,12,22,10,80,91,67
1470,customer-203046,0,64,22,6,22,29,88,92,57
1471,customer-318239,0,64,9,11,22,22,86,89,56
1472,customer-318240,0,64,11,17,22,22,87,85,51
1473,customer-388343,0,64,62,24,22,42,78,100,75
1474,customer-388342,0,64,50,18,22,42,89,97,60
1475,customer-464936,0,64,88,11,22,20,79,92,68
1476,customer-464668,0,64,84,11,22,20,79,93,69
1477,customer-464937,0,64,84,12,22,20,78,93,70
1478,customer-317222,0,64,86,26,22,57,68,89,77
1479,customer-317204,0,64,6,9,22,62,85,89,58
1480,customer-467975,0,64,85,8,22,9,81,93,67
1481,customer-467652,0,64,84,8,22,9,81,93,67
1482,customer-468290,0,64,85,8,22,10,81,93,67
1483,customer-467325,0,64,88,11,22,9,80,93,68
1484,customer-466993,0,64,89,12,22,8,79,91,68
1485,customer-476400,0,64,34,27,22,18,97,88,39
1486,customer-203849,0,64,20,14,22,31,91,88,50
1487,customer-203848,0,64,24,23,22,31,94,84,39
1488,customer-319655,0,64,11,24,22,23,87,80,44
1489,customer-476611,0,64,31,11,22,9,92,91,52
1490,customer-204123,0,64,21,21,22,31,93,83,41
1491,customer-476826,0,64,31,29,22,18,98,85,35
1492,customer-476612,0,64,29,9,22,9,91,91,53
1493,customer-318638,0,64,90,20,22,57,74,89,70
1494,customer-203313,0,64,14,6,22,29,87,91,57
1495,customer-203311,0,64,16,5,22,30,87,92,58
1496,customer-203312,0,64,12,5,22,30,87,92,59
1497,customer-318949,0,64,18,20,22,22,91,84,44
1498,customer-318950,0,64,12,14,22,22,87,87,53
1499,customer-318951,0,64,3,12,22,22,83,88,59
1500,customer-269905,0,64,11,48,22,39,80,61,26
1501,customer-269904,0,64,13,52,22,40,82,57,18
1502,customer-203580,0,64,23,15,22,31,92,88,47
1503,customer-203581,0,64,19,9,22,31,89,90,54
1504,customer-203582,0,64,9,5,22,30,86,91,59
1505,customer-278460,0,64,95,32,22,16,67,80,65
1506,customer-200909,0,64,9,23,22,70,85,81,49
1507,customer-200910,0,64,8,26,22,70,84,80,47
1508,customer-200908,0,64,14,24,22,71,89,81,43
1509,customer-279003,0,64,92,27,22,16,69,84,70
1510,customer-279002,0,64,100,35,22,16,71,75,57
1511,customer-315122,0,64,8,9,22,60,85,89,57
1512,customer-315120,0,64,21,20,22,61,93,85,43
1513,customer-315124,0,64,12,15,22,60,87,86,52
1514,customer-315125,0,64,13,20,22,60,88,83,47
1515,customer-315123,0,64,6,11,22,60,85,89,57
1516,customer-201153,0,64,11,20,22,71,87,83,48
1517,customer-201159,0,64,93,24,22,69,72,85,68
1518,customer-459772,0,64,3,12,22,16,83,88,58
1519,customer-459773,0,64,97,18,22,16,78,87,63
1520,customer-459777,0,64,89,6,22,14,82,93,65
1521,customer-183961,0,65,90,6,22,78,83,93,64
1522,customer-317905,0,65,23,11,22,62,91,90,52
1523,customer-317906,0,65,10,8,22,62,87,90,57
1524,customer-471096,0,65,90,11,22,9,80,92,67
1525,customer-470705,0,65,92,15,22,9,77,90,67
1526,customer-470706,0,65,92,15,22,10,78,90,67
1527,customer-471475,0,65,91,8,22,9,81,92,65
1528,customer-471859,0,65,94,5,22,9,83,92,63
1529,customer-471476,0,65,94,6,22,9,83,92,64
1530,customer-469943,0,65,92,12,22,10,80,91,66
1531,customer-470314,0,65,92,14,22,10,78,90,67
1532,customer-465762,0,65,88,12,22,19,78,92,69
1533,customer-465467,0,65,88,12,22,20,78,92,69
1534,customer-465468,0,65,86,12,22,19,78,93,70
1535,customer-466074,0,65,87,14,22,19,78,92,70
1536,customer-466073,0,65,90,12,22,19,79,91,67
1537,customer-202410,0,65,94,15,22,69,78,89,66
1538,customer-465202,0,65,87,12,22,20,78,92,69
1539,customer-317203,0,65,17,11,22,62,89,89,53
1540,customer-476255,0,65,2,11,22,8,83,89,60
1541,customer-319344,0,65,86,24,22,57,69,90,76
1542,customer-476256,0,65,88,14,22,8,78,92,69
1543,customer-476397,0,65,44,17,22,19,91,95,56
1544,customer-476398,0,65,40,17,22,19,93,94,51
1545,customer-476399,0,65,35,21,22,18,96,90,44
1546,customer-319321,0,65,14,8,22,63,87,90,56
1547,customer-475841,0,65,3,9,22,8,84,90,59
1548,customer-385771,0,65,45,20,22,43,91,96,55
1549,customer-183696,0,65,84,6,22,78,81,94,67
1550,customer-183695,0,65,99,8,22,78,84,91,62
1551,customer-268828,0,65,16,11,22,45,89,89,53
1552,customer-319652,0,65,4,17,22,22,83,85,56
1553,customer-319653,0,65,12,23,22,22,87,81,46
1554,customer-319654,0,65,14,26,22,22,89,79,40
1555,customer-477025,0,65,22,8,22,13,89,91,55
1556,customer-477026,0,65,30,6,22,13,89,93,57
1557,customer-477027,0,65,33,6,22,12,89,93,57
1558,customer-477028,0,65,27,3,22,12,88,93,59
1559,customer-477029,0,65,15,6,22,11,87,91,56
1560,customer-477030,0,65,8,11,22,11,86,89,56
1561,customer-477031,0,65,4,15,22,10,83,86,57
1562,customer-477032,0,65,6,18,22,10,83,84,54
1563,customer-476609,0,65,29,8,22,10,90,92,54
1564,customer-476610,0,65,30,8,22,10,90,92,54
1565,customer-476822,0,65,50,14,22,20,88,97,61
1566,customer-476823,0,65,45,14,22,19,90,95,57
1567,customer-476679,0,65,94,20,22,8,76,87,67
1568,customer-385138,0,65,46,21,22,44,91,96,55
1569,customer-318639,0,65,84,24,22,57,69,91,77
1570,customer-318616,0,65,23,9,22,63,90,91,53
1571,customer-318617,0,65,12,8,22,63,87,90,57
1572,customer-270439,0,65,11,52,22,40,79,57,22
1573,customer-386413,0,65,49,18,22,43,89,97,60
1574,customer-386412,0,65,44,18,22,43,92,95,54
1575,customer-200955,0,65,3,11,22,53,84,89,59
1576,customer-50353,0,65,42,8,22,61,89,94,59
